nome,cpf,email,sexo,idade,nota ENEM,Abandono,semestre do abandono,CRA 2o semestre,CRA 4o semestre,CRA 6o semestre
Nicolas Nogueira,361.059.847-66,yago79@example.com,masculino,23,656.4058984864329,True,4.0,8.112157197385848,,
Agatha Cardoso,317.245.089-97,fernanda38@example.org,feminino,18,665.6737965962635,True,6.0,7.752438200735401,6.4211610145723625,9.254075528869105
Ana Laura Santos,245.809.617-49,da-rosamaria-alice@example.net,feminino,29,714.631803724449,True,5.0,9.870852773668414,6.6309067100099135,
Brenda Campos,123.586.704-80,jviana@example.org,feminino,19,723.0326965834832,True,5.0,5.440339632090165,6.046593135412007,
João Gabriel Cunha,612.950.374-16,maria-vitoria20@example.net,masculino,23,758.8689229503841,False,,9.67798636613617,8.384377408091087,7.76613009597024
Sra. Camila Vieira,491.720.856-49,martinsbruna@example.org,feminino,18,738.9400801942635,False,,7.640638192245344,6.886874251667217,8.43767182337129
Ian Rodrigues,261.853.094-24,qviana@example.com,masculino,26,687.326294822996,False,,5.728112767450343,8.143974975210124,9.983280488772063
Esther da Costa,710.593.628-21,pedro-lucas37@example.net,feminino,20,758.5186404618581,False,,5.398921086426563,7.026329652624924,6.919608203747837
Anthony Cardoso,927.804.156-49,piresmarcos-vinicius@example.com,masculino,29,792.4288781457383,True,6.0,8.495247639434744,5.753340685228057,9.284631944267122
Eloah Nascimento,874.350.126-53,martinsisaac@example.com,feminino,22,678.209105750981,False,,9.25048587473131,8.218938529608904,6.7672545215270965
Murilo da Paz,975.638.402-65,carolineda-costa@example.org,masculino,19,718.109124380821,False,,9.755498618187016,5.596189840942983,6.100735671272931
Gustavo Lima,359.401.786-93,diasalicia@example.com,masculino,26,749.5783592204868,True,7.0,9.983733049082453,7.603151158707107,8.952628314627123
Bruno Cunha,739.068.241-87,giovanna55@example.net,masculino,22,688.2536001553059,True,4.0,9.176664991660605,,
Emilly Azevedo,218.430.695-98,cfernandes@example.net,feminino,27,762.2460423837607,True,8.0,9.951890071266217,8.7599449551413,5.455237283958287
Dr. Henrique Cardoso,974.561.028-30,eduardo97@example.net,masculino,18,661.6812366287317,True,9.0,5.876657907822112,7.58777089131112,6.971097682318073
Lara Correia,523.746.098-47,leandroalmeida@example.org,feminino,19,661.8995954228158,False,,9.41107824702107,5.757537823024242,5.332634958085848
Caio Novaes,396.041.587-75,marina65@example.org,masculino,29,697.6291576118106,True,1.0,,,
Srta. Beatriz Teixeira,894.156.207-49,samuel99@example.net,feminino,23,702.7979994619808,False,,5.854247426732967,6.678350165642021,5.863672720452788
Vitor Gabriel Melo,439.206.785-83,natalia67@example.com,masculino,27,798.1750766186972,True,5.0,7.593606554597624,7.653363766110991,
Caroline Martins,216.580.974-67,portosabrina@example.org,feminino,25,752.0850503832049,True,3.0,7.936316185501607,,
Ana Carolina Santos,762.859.014-49,pintovitor@example.com,feminino,20,713.5625449788783,False,,7.504509354579092,7.81460702973186,7.337054330128423
Enzo Gabriel Caldeira,419.683.270-96,fmoraes@example.org,masculino,25,791.6672018820227,True,8.0,9.992768416984244,6.110194580527271,7.1142947930630465
Maria Julia Rezende,684.310.572-62,julia98@example.com,feminino,28,762.4833992101806,False,,9.485511941241441,9.830820347751171,7.129598305429546
Sra. Valentina Ramos,861.452.703-90,hmoreira@example.org,feminino,19,698.052479340399,True,9.0,5.732343415192551,6.201586629793108,7.210271287165024
Luigi Pereira,708.632.915-03,davi-luizaragao@example.org,masculino,19,661.6308588470582,True,6.0,6.1581519759598145,7.881829072311249,5.878001969038
Sr. Luiz Otávio Farias,315.276.940-70,alicenunes@example.net,masculino,19,692.9941112228262,True,9.0,7.254354593179681,6.205659555689396,8.69067942775362
Fernanda Lima,780.165.234-71,piresenzo-gabriel@example.org,feminino,29,662.3485783625495,True,8.0,8.764071385944467,7.291981484153836,8.65931796933073
Sra. Gabrielly Pereira,810.327.965-02,danielduarte@example.net,feminino,24,677.6278393936827,False,,9.910763975299322,8.892911712247681,7.9424643477767685
Alana da Luz,105.972.463-43,ldas-neves@example.net,feminino,29,701.142970162004,False,,8.342684253839254,8.799166294335082,5.966832460359989
Vitor Hugo Oliveira,615.723.098-30,helena78@example.net,masculino,24,680.7858494817859,True,3.0,8.724223576428985,,
Nathan Vieira,108.673.295-21,milena63@example.org,masculino,28,735.4588348855912,False,,9.348227517725714,5.336520064277247,6.758082086048004
Laís Porto,930.568.741-57,joaquim92@example.org,feminino,28,758.4778112412448,False,,6.599067312353633,7.292803302382209,6.474813574892147
Sophie Santos,918.276.045-49,luiz-gustavo24@example.net,feminino,18,729.8007315509412,True,2.0,,,
Otávio Cardoso,608.235.147-90,novaesbenjamin@example.net,masculino,24,662.8265001913795,False,,6.672110602937467,6.674469908844783,9.997073870158747
Kevin Porto,324.571.968-09,da-costalais@example.org,masculino,25,741.7704387063335,False,,7.079227724230952,6.573274467148718,7.89617966536437
Davi Azevedo,045.376.891-10,nogueiraana-luiza@example.com,masculino,18,724.7478973470836,True,8.0,7.560786211382462,9.268656663919119,6.032376622096017
Isabella Cardoso,125.806.934-24,orocha@example.com,feminino,20,663.0331187300338,False,,6.466761185522385,8.088738226662613,8.597399426305639
Ana Farias,175.826.349-00,emanuelly34@example.org,feminino,19,652.9600367373449,True,1.0,,,
Emanuella Aragão,394.726.058-00,da-motacaua@example.net,feminino,28,654.3511670034085,False,,6.606539294261546,5.09806042332739,9.748383382263114
Stella Caldeira,108.534.927-60,nsilveira@example.com,feminino,20,668.0640485166799,True,2.0,,,
Heitor Farias,605.134.827-17,ana-sophianogueira@example.com,masculino,27,665.3476067273705,False,,6.34539003541008,7.220075185027479,8.658902864337822
Calebe Fogaça,780.649.312-31,gabriela14@example.com,masculino,22,798.1458826845642,True,5.0,8.215217879601088,5.3385730043922255,
Vicente Gonçalves,106.432.587-44,araujomariana@example.net,masculino,26,693.5164203973097,False,,5.031468326147847,6.302776470286422,5.7195051860165
Calebe da Costa,304.578.962-56,jesusisadora@example.com,masculino,28,767.9184315921382,True,1.0,,,
Yago Nascimento,384.029.715-04,ulima@example.com,masculino,22,792.0903454164155,True,3.0,7.905005748657219,,
Maitê Cardoso,043.597.621-43,gda-cunha@example.com,feminino,19,641.960608649663,False,,9.08661402274464,8.313847663146785,6.638472059275309
Srta. Agatha Freitas,402.539.761-70,marcelosouza@example.org,feminino,23,741.7985613489983,False,,9.533336167976016,7.822797008308195,5.450296001019154
Murilo Carvalho,625.839.071-40,ribeirobarbara@example.net,masculino,26,715.2268705553397,False,,6.903298708583931,7.6634310594873805,9.55860072433445
Srta. Evelyn das Neves,463.950.721-61,calebepeixoto@example.org,feminino,26,675.3730671261134,False,,6.7457891516921435,5.675879289336663,7.4933380939134215
Maysa Novaes,564.837.920-00,henriquearagao@example.org,feminino,19,746.4133071102501,True,1.0,,,
Lavínia Martins,096.485.712-01,arezende@example.com,feminino,20,645.7489747783759,True,7.0,5.0037861996279425,8.242635437093606,5.788336691689658
Vinicius Castro,126.857.049-49,danilocorreia@example.org,masculino,21,675.3260504430627,True,5.0,5.678449774064412,7.553415354072609,
Ana Clara Teixeira,472.603.159-70,ana-beatrizsantos@example.org,feminino,28,654.604394640501,False,,6.8109022896117875,5.185138279229412,7.774566814527079
Raquel das Neves,146.975.302-25,beatriz13@example.com,feminino,23,705.6220749843471,False,,6.930867625398808,5.816020494059465,7.740577855360327
Mariana da Mata,514.736.082-44,emoraes@example.net,feminino,19,758.6092707412772,True,1.0,,,
Catarina Santos,510.893.762-86,joao-felipe15@example.com,feminino,23,779.3097374741437,True,6.0,5.7215690740333285,6.768126958730658,9.496504490509226
Dra. Juliana Gonçalves,964.215.780-20,caio22@example.com,feminino,29,766.1592288505404,True,4.0,8.324201062973213,,
Sr. João Miguel Nogueira,341.705.298-04,gnascimento@example.org,masculino,26,663.7742060467144,True,6.0,6.097935034632744,9.797634886857786,5.494347849786434
Sr. Vicente Martins,362.914.807-78,da-conceicaoana-julia@example.net,masculino,27,667.942538751056,False,,7.246478438328908,8.814414694498454,6.017133539461728
Isis Rodrigues,915.863.420-70,da-motaclara@example.net,feminino,22,652.9660277483362,True,1.0,,,
Danilo Moreira,325.761.049-16,freitasmaria-eduarda@example.net,masculino,27,796.0091306267043,False,,5.464389084588117,9.5127517660234,5.298939648956255
Yuri Melo,162.098.547-02,aragaokevin@example.net,masculino,27,737.247144246965,True,9.0,9.952911893843332,5.753197677478813,6.4964678232790956
Laís Peixoto,716.594.382-09,kda-costa@example.org,feminino,21,700.4032319888295,True,4.0,5.558800079414538,,
Daniel das Neves,716.309.854-57,da-matapedro-miguel@example.org,masculino,24,702.3724074889947,True,8.0,9.578556612787136,8.648129868750353,8.609166965739888
Benício da Rosa,930.785.241-32,pedro-miguel99@example.com,masculino,27,674.7837321341649,True,2.0,,,
Emanuel Fernandes,958.721.403-04,camposstella@example.net,masculino,22,713.7968949213071,False,,5.033908981122501,5.975957492538692,7.5525871711750865
Dr. Pedro Miguel da Mota,489.726.130-96,pietro01@example.com,masculino,22,744.2752299804347,True,5.0,6.787529000998607,5.517466097087478,
Marcela Alves,167.534.092-70,arthur21@example.net,feminino,22,704.886480655798,True,7.0,7.2049036124016785,9.267033055215329,7.4885035396063575
Luiz Gustavo da Rocha,904.138.765-00,nsilveira@example.net,masculino,27,670.4830366767997,False,,8.25465953833329,9.88469264850389,6.211471166251505
Raquel Ferreira,196.782.503-30,cardosomilena@example.com,feminino,19,787.3104560141974,False,,6.676722268843661,9.947342915478817,5.532915387412597
Eloah Jesus,967.813.025-40,souzabianca@example.com,feminino,18,758.825452131731,False,,7.365892811599851,8.561704104393698,5.5021320886974125
Maria Vitória Barbosa,473.198.265-00,valentinamoura@example.com,feminino,19,724.0992153056611,False,,6.865447935395996,8.29488407001905,7.785066996426329
Carolina Pinto,457.902.136-34,talves@example.net,feminino,18,712.7900669835459,False,,6.406708849585092,8.081448705946901,6.4980685055589
Antônio Teixeira,198.507.234-32,costaleandro@example.net,masculino,28,682.7833365323379,True,7.0,5.296233979548473,5.442566513968618,7.080975953827862
Bárbara Caldeira,803.971.426-50,qpires@example.com,feminino,19,767.0117336827437,True,9.0,9.306488056236283,8.960125689618103,5.871253636370094
Fernando Carvalho,739.850.142-05,pedro53@example.com,masculino,25,693.2856648573047,True,3.0,8.379184295480687,,
Nicolas Carvalho,841.926.753-82,caue23@example.org,masculino,24,783.0074406492321,True,2.0,,,
Nicole Santos,967.415.308-00,emanuelaragao@example.org,feminino,28,754.8709518048356,True,9.0,7.638343316885825,8.121511650111024,5.534752337377196
Dra. Marina Barbosa,164.873.290-96,luiz-felipe86@example.net,feminino,18,713.9442584264117,False,,9.686722883168173,9.444055970241077,9.685108155422533
Evelyn da Costa,974.526.083-56,cavalcantirenan@example.org,feminino,21,716.9033481566936,True,7.0,6.071893829893485,7.961755583912959,8.018079885469707
Cecília Vieira,348.261.705-80,julialima@example.com,feminino,18,789.0515475493432,True,1.0,,,
Noah Barros,801.952.743-50,lavinia36@example.com,masculino,26,650.5911041954704,False,,9.31654790325461,9.62992142355488,6.198044347846347
João Felipe Melo,792.641.358-55,da-pazbreno@example.org,masculino,25,668.8093495477974,True,4.0,7.426549820299977,,
Sr. Gustavo Henrique Ribeiro,591.684.720-30,giovanna82@example.com,masculino,25,707.1573139244387,False,,6.267856155390824,9.617794677814544,7.058327267561767
Nathan Almeida,295.348.160-51,vitor38@example.com,masculino,23,752.1286268044339,False,,8.409326594513558,5.886168532214189,6.838249625043364
Sra. Ana Carolina Santos,508.947.312-97,limalorenzo@example.com,feminino,24,666.8629721542351,False,,6.413707924221647,9.961463867013364,7.884554080781028
Catarina Mendes,541.792.680-94,fogacabarbara@example.net,feminino,25,763.1524944978487,False,,5.477917262198719,8.527263813850562,5.9720264441456266
Maria Cecília Cardoso,247.306.819-40,miguelcosta@example.net,feminino,20,798.0231946674452,False,,5.398712843089734,7.419500106549351,5.017564034687753
Sabrina Pires,256.793.180-59,maria-sophia67@example.com,feminino,24,653.5799013600155,False,,8.171166948293955,8.006364061391064,9.860473477453734
Dra. Bárbara Ribeiro,012.375.489-50,isabellasantos@example.net,feminino,21,647.3908622835577,True,3.0,5.7510052245543655,,
Pedro Viana,915.378.620-30,jpeixoto@example.com,masculino,26,691.4651549158127,True,6.0,7.5843978499123,9.084467484104415,6.317541144591734
Dra. Ana Carolina Cardoso,319.527.086-21,pnovaes@example.org,feminino,28,668.8643702408492,False,,9.87105452459291,9.06001712696983,6.595222246594563
Ana Porto,768.521.903-40,manuelaalmeida@example.net,feminino,29,740.3554531594355,True,3.0,5.499722227434093,,
Luiz Gustavo Gonçalves,741.859.602-20,carvalhobenjamin@example.net,masculino,19,680.0216331047294,False,,8.068340241075921,5.915824006093179,7.855012848449444
Caio Moura,430.781.695-10,anaramos@example.com,masculino,27,734.9589964757397,True,8.0,8.651715819023625,9.409620612832999,5.3191053356492555
Breno Ribeiro,649.501.783-93,eribeiro@example.org,masculino,26,700.8534627808434,True,8.0,8.020467901347624,7.2439637527608935,5.37642944496788
Dr. Augusto Dias,931.482.670-87,fernandescecilia@example.com,masculino,27,653.9424924625922,False,,6.045097268360404,6.584521008556521,6.224130189371717
Breno Viana,856.391.720-02,ninafernandes@example.org,masculino,22,701.6102162435919,True,2.0,,,
Enzo Gomes,275.908.164-85,brenda11@example.net,masculino,23,670.881342613446,False,,9.209968367833753,8.980303378894282,5.258954573015464
Dr. Samuel Silveira,362.957.480-74,wrocha@example.net,masculino,21,762.2189548844235,False,,7.381253921359404,8.627546708606811,5.263656655673672
Sr. Augusto Cavalcanti,658.307.194-01,ribeirokaique@example.net,masculino,26,672.9756692881508,True,9.0,9.122370949045948,9.22942535938957,5.559156756205053
Nicolas Farias,167.820.459-58,kalves@example.org,masculino,27,684.2251461212915,True,4.0,8.407800147617925,,
Vinicius Ribeiro,523.076.491-07,ryanda-mota@example.com,masculino,21,675.9803932479502,False,,9.5791837067752,7.682865696277351,6.366322285210996
Lucas da Rosa,978.306.214-03,lucas-gabriel38@example.org,masculino,25,798.6567573151298,False,,8.959964377232794,5.196716529464798,8.320553368288971
Yago Melo,078.914.562-67,joaomelo@example.org,masculino,29,728.5738681091641,False,,5.6638876580785364,9.540770132608213,7.052541716876491
Stephany Gonçalves,137.628.094-96,jcardoso@example.com,feminino,23,656.3233001876459,True,4.0,5.867931933388249,,
Alexia Correia,876.109.254-11,eloah03@example.com,feminino,18,697.7248387377408,False,,7.809225359097015,5.0723658988519675,5.988645682496595
Gabrielly Farias,367.124.859-91,bcardoso@example.org,feminino,21,672.2245241088464,False,,8.678694923928225,6.650116840120699,8.935132401954643
Ana Carolina Monteiro,760.913.825-86,isadorapereira@example.com,feminino,27,691.3010262179715,True,3.0,5.17557766292129,,
Rafael Alves,617.849.250-20,ysilva@example.com,masculino,25,650.0832023230233,True,8.0,8.394625273264788,8.8292812445811,8.489627098797484
Dr. Rafael Porto,305.721.849-05,beniciomoura@example.com,masculino,21,687.6162621893178,False,,5.329108134069839,9.40353461673537,5.083533506401031
Manuela Lopes,834.765.012-80,ribeiromaria-vitoria@example.org,feminino,21,787.5573895604282,False,,5.713773694984058,6.130475660432215,6.603781783206397
Bárbara Monteiro,604.312.795-43,da-pazmarina@example.org,feminino,28,670.5088759562873,False,,8.72059144951172,8.319482252015957,5.038499642014809
Davi Lucca Araújo,421.630.597-07,thiagocavalcanti@example.net,masculino,24,675.1061615339546,True,7.0,7.511265659107328,6.020870568223493,8.498740085643593
Daniel Porto,103.549.762-06,barbara91@example.org,masculino,20,735.1791205584707,False,,6.884409767482138,6.9755408772721035,6.536439794032145
Dr. Lucas Jesus,986.743.150-20,ocostela@example.net,masculino,28,666.667814647823,True,9.0,8.303383031854022,8.259837042431155,7.150915420287288
Ana Vitória Cardoso,938.057.612-95,da-pazcalebe@example.com,feminino,25,737.3138138118962,True,4.0,9.542687873190744,,
Maria Sophia Oliveira,185.326.794-55,emilly31@example.com,feminino,21,772.3650799889708,False,,7.358560356231237,7.967313879580699,7.240020173835788
Sra. Giovanna Cardoso,187.094.356-20,lorena76@example.net,feminino,24,654.1239027146656,True,9.0,9.11807664499539,7.164811774297686,8.47184863071149
Isabella Costa,957.230.814-97,kevin52@example.net,feminino,24,790.104488769038,True,9.0,9.376651977398431,5.7407613021530075,9.51575143059688
Breno Barros,357.498.201-14,oliveiraalana@example.net,masculino,21,752.8447768305704,True,2.0,,,
Enzo Castro,178.056.329-95,zcavalcanti@example.org,masculino,20,700.1126240244598,True,9.0,8.293722313144702,6.800921195300591,7.0499211119621314
Sra. Heloísa Teixeira,702.693.184-96,pietro03@example.net,feminino,23,738.9394659672073,True,8.0,5.280029947212226,5.836770916814941,9.28673929033896
Dr. Enrico Rezende,741.938.526-28,larissaferreira@example.net,masculino,21,764.6259614528491,True,8.0,7.198665502709032,9.567882460660204,5.042712022434933
Vitor Hugo Moura,546.302.978-47,bcastro@example.com,masculino,23,675.5449280299706,True,6.0,8.242197876839361,6.902853198732609,5.796068193371553
Raquel Sales,534.769.802-00,ana-carolina27@example.net,feminino,20,780.4552126487351,True,6.0,9.370480058091726,6.724551297829336,7.025996379327616
Bianca Porto,567.243.819-91,luiz-gustavoda-rosa@example.net,feminino,29,664.5054296541642,True,1.0,,,
Srta. Clara da Cunha,784.106.529-94,bdias@example.com,feminino,21,643.6246600611136,True,1.0,,,
João Felipe da Cruz,039.514.678-00,stella29@example.com,masculino,18,767.6183819636407,False,,5.70474418917189,5.657878772147865,7.281241237188788
Thomas Nascimento,524.971.603-25,ybarbosa@example.com,masculino,20,782.5266614142657,True,5.0,8.584587030983595,8.26164235690074,
João Pedro da Conceição,082.637.514-62,rezendepedro@example.net,masculino,24,721.5409004066422,False,,6.0691641160450045,7.266687989786234,5.559912815472839
Melissa Peixoto,035.724.896-10,cardosolavinia@example.org,feminino,27,743.514760142518,False,,6.537178892106924,6.906501184736823,8.24214373671482
Sr. Breno Vieira,236.805.794-38,barrosmaria-julia@example.net,masculino,26,789.8144070126616,False,,6.7135590240745175,6.4708242498087145,6.681569217940468
Emanuelly Gonçalves,986.345.217-37,azevedoolivia@example.org,feminino,21,681.7444236230493,True,9.0,9.30384852518044,5.6404547588563805,6.799531143772228
Pedro Miguel Ferreira,741.052.839-79,amanda49@example.org,masculino,27,690.8645262898908,True,3.0,5.7325494021842855,,
Sra. Sophia Martins,614.795.230-70,thales54@example.org,feminino,19,645.3671595569358,True,3.0,7.768529764444356,,
Agatha da Cunha,096.813.275-86,isadora84@example.net,feminino,18,793.2172182062905,False,,6.748506745109296,5.5043404112840815,6.071694262053651
Bruna Pinto,294.318.067-03,sofia67@example.net,feminino,24,795.8382660969794,False,,6.254273796651809,6.12539160258998,5.957080814781462
Cauã Duarte,231.960.578-95,isis88@example.org,masculino,26,711.8148836401068,False,,6.223310809604184,9.683776383612358,8.526741518853122
João Miguel Nascimento,670.812.549-85,ana-vitoriaferreira@example.com,masculino,21,669.8730720078967,False,,6.660668168831774,8.658937944562233,8.446511354323835
Gustavo Henrique Monteiro,548.910.372-88,ralves@example.net,masculino,24,781.2548675461575,False,,8.295312548488663,7.350972037248628,9.439914491365084
Lavínia Cardoso,547.631.982-46,eloahjesus@example.org,feminino,26,683.4010544712195,False,,7.8580269943017385,9.301537046067967,9.192695151690295
Kevin Costela,974.216.083-03,ana-sophiacavalcanti@example.org,masculino,25,658.4022244332214,True,4.0,5.655594556874224,,
Enzo Moreira,278.156.904-67,mmendes@example.org,masculino,18,673.6537815999999,False,,8.585076056152383,5.419196468583862,6.288551269569889
Samuel Costela,485.321.760-62,costagabriel@example.org,masculino,19,736.7267899710662,False,,6.487157884639959,6.552341199640023,6.218059796543507
Luiz Miguel Ribeiro,763.152.490-43,thalesazevedo@example.net,masculino,19,752.372572220123,False,,7.064827995675264,7.228301301789202,5.749135678673033
Camila Nunes,068.345.729-29,miguelviana@example.net,feminino,29,655.495390506712,False,,5.566646532819679,8.77935561346418,8.815558385914482
Enrico Gonçalves,594.321.768-19,anthonycaldeira@example.org,masculino,18,643.1816468625091,True,9.0,5.007250495843559,6.989860356888139,9.573085912592546
Luigi da Rocha,416.508.723-80,dcastro@example.org,masculino,18,764.7918213236932,True,3.0,8.4329022535278,,
Yuri Cardoso,570.283.196-95,raul34@example.com,masculino,26,669.1277142358314,False,,6.893245779416931,5.998092340418778,8.941642717342036
Gabriela da Mata,216.375.894-09,sofia22@example.com,feminino,18,750.8951382340185,True,9.0,8.092252063961926,8.79944989704557,7.561890288497766
Maria Fernanda da Mata,257.469.018-49,onovaes@example.com,feminino,18,717.5619106802246,True,3.0,9.467040140879437,,
Valentina Cardoso,967.534.802-00,oliveirapietra@example.net,feminino,24,658.4775438527876,True,3.0,7.27082864725587,,
Júlia Araújo,198.726.543-28,costaluiz-gustavo@example.net,feminino,19,772.4132903805398,False,,6.844585227877422,9.38033426392495,5.4987300247814
Bernardo Barbosa,254.306.179-70,spinto@example.net,masculino,29,644.9490392406716,False,,9.217096235756884,9.331065470328284,7.626227403767384
Ana Carvalho,417.506.293-99,cauada-luz@example.com,feminino,20,651.9499123439977,True,5.0,9.914741132244494,5.918025213600363,
Bryan Campos,804.179.526-94,lnascimento@example.com,masculino,21,683.7570387408605,True,1.0,,,
Dra. Camila Cardoso,129.584.603-98,heloisa98@example.com,feminino,23,642.0306806980082,True,4.0,5.442899821136234,,
Dr. Matheus Viana,934.580.126-05,das-nevesalexia@example.com,masculino,18,728.7218797424667,False,,5.319972727491013,7.335777378406947,7.03704803210047
Alice Viana,450.721.936-16,moreiramilena@example.com,feminino,23,692.5597614173589,False,,5.136706666915673,7.80220892180564,9.935835488058
Caroline da Luz,470.129.586-85,livia49@example.net,feminino,27,670.124377593076,True,7.0,6.03659839125903,7.590318722297184,6.915513159693166
Camila Ribeiro,327.405.618-90,mourasarah@example.org,feminino,29,691.8313676259978,False,,9.127716473580511,8.968008488430169,8.487676960335557
Arthur Correia,529.874.601-20,caue40@example.org,masculino,26,704.5215410007218,False,,5.589804862427281,7.966789720426269,6.709667133560843
Enrico Fogaça,502.349.817-41,rochajulia@example.com,masculino,21,684.1451183569985,False,,6.4502447984881,5.087926232471365,9.84742313509946
Pedro Miguel Jesus,560.283.417-62,diasbryan@example.org,masculino,20,701.6257706240357,False,,7.9043886216672865,6.871268360482875,8.980979257027338
Sophia Teixeira,862.734.015-35,luccasouza@example.net,feminino,25,676.5828878476689,False,,5.123836433188014,8.373068146719845,8.183427586603791
Sr. Vicente Farias,065.178.923-03,varagao@example.net,masculino,23,772.3410122047932,True,2.0,,,
Sr. Antônio Barros,968.173.405-00,danieljesus@example.com,masculino,29,799.3898972305257,True,6.0,6.594454624484308,5.03169989326976,5.367091945007785
Isabelly da Luz,154.973.268-46,bbarros@example.com,feminino,29,683.9505203815677,True,8.0,9.918739255543745,7.7227571844634175,8.290679222177918
Srta. Nicole Gonçalves,729.106.354-06,ecorreia@example.com,feminino,18,750.9456227185374,True,9.0,9.080934805479826,9.000529652692748,7.1992760619380025
Valentina da Rosa,512.038.749-79,liviacampos@example.com,feminino,21,764.7294095416564,False,,8.841997558443115,6.2049012772481476,7.429060526969547
Maria Alice Nogueira,597.102.846-49,joao-pedromoura@example.com,feminino,28,646.1514061078628,True,2.0,,,
Dra. Kamilly Fogaça,407.361.895-48,wteixeira@example.com,feminino,26,641.0754916896875,True,7.0,7.024777865551421,7.678021105348691,5.056910405034901
Cecília Campos,843.521.709-41,mfreitas@example.net,feminino,28,738.2886496563079,True,9.0,6.444533086785569,5.450647327126166,6.08008063157777
Clara Gonçalves,054.162.387-71,bernardoduarte@example.net,feminino,22,699.7933175446794,False,,8.705175175620493,7.640680459782656,8.37861538657377
André Ribeiro,142.879.306-22,lopesdiego@example.com,masculino,19,676.2368122504749,False,,7.372830597945618,5.359384860515096,5.83214895948696
Valentina Costa,168.354.092-15,limacatarina@example.org,feminino,21,714.0718706443057,True,8.0,6.50472327136921,6.5028874985036005,5.526590572307393
Sr. Cauê Alves,581.963.027-03,ycastro@example.org,masculino,18,728.4526599466665,False,,7.079356203526528,9.69587330693208,6.053270743032826
Bernardo Silva,478.165.239-55,portokevin@example.com,masculino,29,730.5556367047272,True,3.0,7.105099195877591,,
Gabriel Moura,173.942.805-60,acavalcanti@example.net,masculino,25,664.6453953482966,False,,7.468267220937023,9.861916808946566,7.274281290242696
Davi Ferreira,657.201.498-30,kamillycastro@example.net,masculino,26,735.1601793837905,False,,7.903469287143233,5.586762249698657,6.017283895052788
Dra. Laura Rezende,015.679.284-20,nalmeida@example.org,feminino,27,755.0572513661006,False,,9.809081142521908,6.056061725884562,6.349049504863329
João Vitor Barbosa,109.785.426-49,gda-rocha@example.net,masculino,26,641.3219322047922,True,5.0,5.05903569223405,8.151818904111497,
Pietra Jesus,570.389.162-03,maria-luizacostela@example.com,feminino,21,697.1718390155938,True,3.0,5.685461282958482,,
Alexandre Cavalcanti,689.253.471-64,silvajulia@example.com,masculino,18,748.425006097947,False,,6.792726267419797,5.967894444620674,6.375702166664585
Yuri Fernandes,180.435.267-53,da-costabruna@example.net,masculino,29,788.4963124950741,True,8.0,5.317376452025724,7.286959884819761,7.3235304051702865
Marcelo Lopes,381.709.562-77,joao-pedro65@example.net,masculino,28,733.1298882066169,False,,5.575992849039276,6.873617548765985,6.746282906616905
Maria Clara Cunha,019.542.386-06,da-luzisabelly@example.net,feminino,22,694.5388680621846,True,6.0,6.789322518905221,8.038287380481032,7.432273665006783
Bryan da Paz,541.230.896-15,das-nevescarolina@example.com,masculino,19,785.5579908714084,False,,8.339211446150266,6.837782094483326,7.987445112831713
Isaac Silveira,381.594.760-00,maria-fernanda65@example.net,masculino,22,658.1474473522824,False,,8.116492949730883,5.077186877779558,8.837956018929626
Lorena Mendes,581.497.620-94,ecardoso@example.org,feminino,29,643.1260941050709,True,5.0,9.137466565200413,7.108993509473169,
Dr. Levi da Cunha,680.234.519-60,heitor32@example.com,masculino,22,697.6613794735375,False,,5.7439461997895425,6.8949411056647225,8.263528072636035
Diego Martins,285.794.360-10,catarina43@example.org,masculino,19,736.9316654583098,False,,5.301969607362633,6.955862262499223,8.171338353067938
Isis Moreira,059.478.216-30,kaique64@example.net,feminino,25,709.1506121765345,True,5.0,7.595703057293608,8.216579382383342,
Sr. Nicolas da Rocha,812.635.094-60,ana93@example.com,masculino,22,775.9435166141967,False,,9.367226365674389,9.541120776422781,8.784567681007653
Breno Cavalcanti,708.364.951-01,castromaria-fernanda@example.com,masculino,25,779.7252573922,False,,8.307407064979218,8.96805311800513,5.7072193478898425
Marcela Sales,137.268.490-50,imendes@example.net,feminino,25,741.5108067994254,False,,5.091972654905082,6.155132525480353,6.3668666073598645
Rafael da Rocha,327.568.419-19,renan69@example.net,masculino,21,798.862460037162,False,,6.587878526189881,6.127391340815553,5.649583202843623
Davi Lucas Souza,429.657.130-34,gustavocostela@example.com,masculino,22,686.3748716831972,False,,6.15933194685779,6.049171697902095,6.458711686932146
Mariana Alves,025.831.967-40,glima@example.net,feminino,18,797.3423001735716,False,,7.9623530184233875,5.440868240127341,6.4666205804564445
Ana Clara Moreira,806.254.197-58,duartemarcos-vinicius@example.com,feminino,21,765.1998867167498,True,5.0,9.04029317548599,5.588602803897144,
Benício Azevedo,091.247.638-96,bianca46@example.net,masculino,29,652.1777974430026,False,,9.663734533370338,7.702748664647985,7.680306984867855
Luiz Fernando Azevedo,867.251.094-11,heitorcostela@example.net,masculino,24,714.3220949949574,True,5.0,8.0170066022792,5.503912866105577,
Marina Peixoto,425.197.603-70,icavalcanti@example.com,feminino,25,704.9954440552917,True,1.0,,,
Lorenzo Fernandes,182.543.790-41,maitemonteiro@example.net,masculino,24,660.5429298627096,False,,6.560151319362426,9.514139246990855,5.446667386558536
