,NOME,CPF,IDADE,SEXO,E-MAIL,NOTA ENEM,CRA 2°,CRA 4°,CRA 6°,ABANDONO,SEMESTRE DE ABANDONO
480,Srta. Maria Cecília da Conceição,984.370.612-96,19,F,rramos@example.org,674,9.727519592945503,,,True,5
481,Ian Moreira,910.865.423-98,21,M,nnunes@example.net,741,5.723844538922989,,,True,4
482,Yuri Melo,710.495.386-84,23,M,luigi03@example.org,681,8.398599907757028,8.612281095344025,7.202520169915999,False,8
483,Miguel Monteiro,854.203.917-32,25,F,gmoura@example.net,698,8.96794174334602,5.090240052652094,6.870211920518381,False,8
484,Cecília Campos,751.690.842-85,20,M,ryanda-cruz@example.org,667,8.369433949105927,,,True,4
485,Mariana Costa,875.924.106-30,18,M,fariasluiz-felipe@example.org,714,9.535401768649875,9.091249832089613,7.407935331245267,False,8
486,Caio Rocha,472.591.680-30,19,F,souzadaniela@example.com,753,5.478485523874558,6.887067243937119,7.828272693497619,False,8
487,Miguel Souza,618.472.903-96,26,M,azevedodavi-luiz@example.com,734,7.39907948644402,8.323214952291687,5.770764252240845,False,8
488,Noah Pinto,892.657.403-29,18,F,lucas-gabriel54@example.net,689,8.374523316170677,,,True,3
489,Pietro Costela,275.684.039-47,21,F,benjamin61@example.net,659,5.6401403528854654,8.73552623810873,5.805916916865461,False,8
490,Dr. Vitor Costa,286.910.475-85,26,M,xsales@example.org,759,7.475272124414895,,,True,6
491,Renan da Mota,912.056.738-30,22,M,rezendeyago@example.org,711,5.971260397996684,5.592462047884094,7.54735009069939,False,8
492,Laura Oliveira,713.049.682-78,26,F,leandro73@example.com,650,6.213624031630185,,,True,4
493,Rafaela Costa,091.724.586-58,24,F,samuel47@example.net,653,9.798711247183245,6.687510276170059,5.468636160346108,False,8
494,Larissa Martins,573.092.864-56,18,F,leonardopeixoto@example.com,721,8.837151794280802,8.799585914564643,6.409272720582546,False,8
495,Ana Clara da Costa,043.196.287-13,22,F,xlima@example.com,676,6.3707378493453914,,,True,4
496,Camila Correia,271.685.390-86,19,F,qlima@example.com,751,7.031270104574056,,,True,5
497,João Vitor Souza,018.937.645-75,21,M,mariasouza@example.net,787,5.862623829268515,5.006071566835227,9.20410886267198,False,8
498,Raul da Paz,354.172.698-91,25,M,maria-vitoria28@example.net,706,5.819351287606256,5.350766265267052,8.295738130775664,False,8
499,Vinicius da Cruz,017.269.354-34,27,M,vvieira@example.com,655,8.939826111316645,7.998190869417993,8.020623407989333,False,8
500,Bruno Almeida,210.683.594-98,19,F,nathancardoso@example.net,692,,,,True,1
501,Luigi Araújo,361.497.825-73,21,F,leandrobarbosa@example.com,753,5.110840288491537,,,True,3
502,Dr. Miguel Silveira,305.216.479-16,18,M,miguel07@example.net,679,8.103026676130838,,,True,7
503,Vitória Lopes,032.149.867-40,18,F,davi-luizmartins@example.net,792,9.627468174419029,9.949756034502059,7.3323678053660855,False,8
504,Pedro Henrique Azevedo,298.470.536-00,19,M,araujomaria-eduarda@example.org,666,6.280092964279671,6.873701177728562,5.032967504318108,False,8
505,Dr. Lucca Castro,980.617.423-22,26,M,lopesmarcela@example.org,663,5.20534821909505,,,True,7
506,Evelyn da Mota,186.973.402-50,19,F,juan91@example.org,701,8.391652773813725,8.044061327266496,5.024966261867462,False,8
507,Ana Carolina das Neves,197.285.640-58,22,F,vicente59@example.com,732,6.944611477666277,8.415964748763493,7.112448322684177,False,8
508,Camila Novaes,624.309.587-83,18,F,gabriel74@example.com,717,9.283083098711131,8.295005626407212,7.262995651970417,False,8
509,João Guilherme Cardoso,361.974.580-39,26,M,maria70@example.org,750,,,,True,1
510,Sabrina Fogaça,271.530.496-06,20,F,qdas-neves@example.net,737,,,,True,1
511,Bárbara Pereira,697.120.354-25,20,F,rochadaniela@example.net,672,,,,True,1
512,Enzo Gabriel Aragão,609.835.127-95,26,M,pietro07@example.org,706,6.005508331368567,8.23689207952238,6.5009853059800005,False,8
513,Lucca Monteiro,861.590.732-30,26,F,aaragao@example.com,643,6.013896464764239,,,True,7
514,Dr. Gustavo Carvalho,215.638.940-33,22,M,da-motaevelyn@example.org,666,9.817839161264885,,,True,6
515,Luiz Felipe Peixoto,483.056.129-70,23,F,nmoura@example.net,688,9.058368866234897,7.4769387000171434,5.606476147088675,False,8
516,Maysa Moura,726.918.530-12,27,M,elisamonteiro@example.org,651,7.842324662507032,6.279147039895542,5.250909981012879,False,8
517,Marcela da Rosa,956.324.087-10,20,F,carolina77@example.org,702,5.745316398837249,6.81305077898394,9.306830701681367,False,8
518,João Gabriel Nunes,697.280.154-02,20,M,souzamurilo@example.org,727,6.416672585792828,,,True,4
519,Davi Lucas Melo,146.809.572-20,20,F,estherlopes@example.com,642,5.429551593478844,9.235021309856187,5.416577122510363,False,8
520,Igor Dias,174.856.903-10,23,M,benjaminmoura@example.com,773,8.08247083120283,7.58962679157904,8.571015712499182,False,8
521,João Guilherme Martins,691.405.283-24,20,M,henrique28@example.net,794,6.449335519561645,,,True,4
522,Esther Viana,052.473.819-04,23,F,evelynda-cunha@example.com,698,9.891235020638257,,,True,3
523,Sr. Samuel Dias,957.124.803-79,18,M,limaraquel@example.org,790,6.54649014441457,,,True,4
524,Emanuel Viana,602.835.471-62,26,F,vitor-hugocastro@example.org,744,7.202256392133114,,,True,5
525,João Miguel Pinto,792.034.158-23,21,F,laisazevedo@example.net,744,,,,True,2
526,Sra. Eduarda das Neves,231.976.458-55,18,M,ksantos@example.net,670,5.350685432121152,7.121231457315957,8.9545521408542,False,8
527,Enzo Correia,078.624.193-40,18,M,luizalima@example.org,653,7.957841096039453,9.790759056382447,9.61802131055277,False,8
528,Bernardo da Costa,074.263.891-03,24,M,cnovaes@example.org,759,5.83296548792778,9.60315982484291,8.245549462891196,False,8
529,Ana Luiza Teixeira,536.817.420-90,19,F,foliveira@example.com,766,9.338160445107329,,,True,3
530,Stephany Teixeira,635.941.827-46,27,M,maria-fernanda94@example.com,778,8.557437765811116,,,True,7
531,Maitê Lima,628.530.149-24,21,M,isabel36@example.com,696,6.923640031634322,6.4008876186391905,5.762079739045346,False,8
532,Joana da Conceição,967.081.432-40,26,F,bernardo17@example.org,727,6.740711981980981,6.509176913624541,8.588697793918662,False,8
533,Luiz Gustavo Sales,579.418.230-04,23,M,heloisada-mata@example.org,657,8.923797394596324,8.273853670206401,7.090533069570248,False,8
534,Gustavo Henrique Lopes,879.630.514-20,18,F,diegocarvalho@example.org,701,6.744494862743975,7.057650904513608,9.070800844813316,False,8
535,Theo Moreira,072.534.961-16,21,F,ramosthomas@example.com,706,9.922980857303477,8.182589469653148,9.31503555620247,False,8
536,Bernardo Araújo,895.346.107-39,27,F,lucascosta@example.org,688,7.1396062111265275,5.814637269996222,5.017185286913294,False,8
537,Dra. Lavínia Martins,126.970.458-30,27,M,rda-rocha@example.net,750,9.86334971334246,,,True,7
538,Vitor Hugo Barbosa,286.517.049-76,25,M,pda-mata@example.com,720,,,,True,1
539,Maria Alice da Luz,049.268.735-83,26,M,fogacaleticia@example.org,764,9.710025999389114,9.684005134884222,7.725918110947658,False,8
540,Maria Freitas,750.481.392-32,24,M,claraalves@example.com,754,8.841265114637892,5.104995571472921,9.042819907155723,False,8
541,Mirella Mendes,156.347.098-57,23,F,barrosleonardo@example.net,785,6.2984983604266365,,,True,6
542,Pedro Lucas Rezende,469.753.820-00,26,F,maria-luiza18@example.org,763,5.122148997644166,,,True,3
543,Pietra Nascimento,059.827.163-59,21,M,nascimentoleonardo@example.net,796,6.834857326930912,6.619190399016053,5.776438376999243,False,8
544,Ana Luiza Cavalcanti,675.104.283-35,26,M,calebe79@example.net,708,8.715836785754835,8.313662597019583,8.497917167897644,False,8
545,Maria Clara Costela,895.064.327-83,26,M,gustavo-henrique56@example.net,724,7.986883522468258,6.096606451940321,6.109416090925234,False,8
546,Miguel Cardoso,781.506.492-20,26,F,lopesryan@example.org,640,6.306605444021163,8.248075578180547,9.191931332549036,False,8
547,Nicolas Campos,687.025.194-02,27,F,valentina02@example.org,783,6.645534552159064,,,True,3
548,Olivia Pereira,081.725.943-05,25,F,raulalves@example.com,724,5.405261754944991,,,True,4
549,Alexandre Caldeira,156.327.089-77,24,F,enzo-gabriel38@example.com,685,7.431144260424158,5.097205948945639,8.445509749519907,False,8
550,Daniela Rodrigues,274.631.958-64,20,M,zgoncalves@example.net,651,9.669669278506328,6.610416660186253,7.819322257363941,False,8
551,Lucas Gabriel da Rosa,106.985.437-93,22,M,kevincardoso@example.net,661,7.192387079392164,,,True,4
552,Emanuel Monteiro,198.426.735-37,19,F,llima@example.com,784,5.749195542277799,,,True,6
553,Ana Beatriz Pereira,279.865.130-12,25,M,xcastro@example.org,701,6.339315889258308,9.683954549659262,5.388942237486228,False,8
554,Sabrina da Cunha,497.316.025-34,24,M,raul81@example.com,703,8.120638425632109,6.8986674301781665,8.568388783352823,False,8
555,Enrico Lopes,150.673.489-84,23,F,ana-juliasantos@example.com,706,8.722521893150125,,,True,5
556,Catarina das Neves,925.467.318-82,19,F,ymartins@example.net,729,6.799219360577835,7.501441977808068,6.523021897257854,False,8
557,Laura Souza,651.208.497-76,18,F,ana-liviamonteiro@example.com,681,6.10637658515999,,,True,5
558,Dr. Rodrigo da Mota,829.310.456-24,27,F,bsilveira@example.net,719,,,,True,2
559,Cauã Moura,830.947.652-38,22,M,portothiago@example.net,707,5.577050235168682,5.7584849943777145,5.600532223545515,False,8
560,Anthony da Rosa,321.974.058-88,25,F,valentinacorreia@example.net,773,6.310836032097296,,,True,3
561,Diogo Azevedo,152.374.609-25,24,M,da-rochasarah@example.com,776,9.124724189661297,,,True,3
562,Dr. Vinicius Nunes,027.516.938-30,18,F,oda-mata@example.com,698,9.828762141102056,,,True,3
563,Sophie Sales,173.829.645-82,22,F,cunhabrenda@example.org,781,7.856854137612313,9.462863100466546,6.08920797385233,False,8
564,Benjamin Silveira,078.245.391-05,24,M,daniel40@example.net,764,5.507651413039537,,,True,4
565,Gabriel Monteiro,387.561.490-93,26,M,vitor-gabriellopes@example.com,694,7.857925052304812,,,True,4
566,Carolina Araújo,806.794.132-78,25,M,msales@example.net,766,6.177344484881961,5.65149661474468,8.426977014291086,False,8
567,Milena Martins,341.086.952-24,18,M,igorramos@example.net,754,8.181932211163948,,,True,7
568,Alana Fogaça,685.273.190-12,20,F,costalais@example.com,641,9.118600387711933,6.450104881293875,8.88621083957609,False,8
569,Bárbara da Cruz,369.471.508-84,26,M,lucasduarte@example.com,722,6.01492891327018,9.24162881727154,6.201083098161874,False,8
570,Maria da Mota,143.752.086-35,27,F,cardosoclarice@example.com,726,5.5547129101149055,8.526327361143824,6.794629294872102,False,8
571,Ana Julia Gonçalves,971.630.458-75,26,M,sda-paz@example.com,795,5.896647405264102,5.97961117788522,5.6410585517399845,False,8
572,Enrico Moraes,019.275.843-88,26,M,antoniomendes@example.com,724,8.60465835638812,,,True,3
573,Olivia da Cruz,597.068.342-65,27,M,marinacarvalho@example.com,757,9.548503528720708,,,True,6
574,Lorena Peixoto,032.971.864-96,27,F,qfogaca@example.org,684,5.841227975113291,9.651301873939676,6.4500779248998645,False,8
575,Maria Eduarda Peixoto,901.425.786-49,18,F,ana-laura27@example.com,728,8.619603212324192,7.412835980129469,7.2116448950856915,False,8
576,Marcela Rezende,734.821.506-80,19,M,vitor35@example.net,693,7.6931807342928185,7.750230039546081,5.600639988897838,False,8
577,Kevin Barbosa,890.412.635-51,26,F,mcampos@example.com,775,9.18155191593241,,,True,5
578,Lorena Ribeiro,601.584.927-49,23,F,barbara31@example.org,706,5.01583432994619,9.183559836362518,8.722730423853875,False,8
579,Enzo Gabriel Nogueira,096.741.853-48,23,M,mendesfelipe@example.com,714,7.006859360102105,8.694212415497297,6.836281708352876,False,8
580,Ana Luiza da Luz,864.902.351-70,18,F,joao-vitorcaldeira@example.com,642,8.43582139177239,8.35837713865139,5.976661961400412,False,8
581,Maria Vitória Moraes,526.180.943-60,18,F,halves@example.com,733,7.677936506158162,6.870561692371419,9.223779820097652,False,8
582,Sra. Nina Freitas,837.604.152-53,23,M,bmendes@example.org,651,8.133280137484105,5.935825120452883,6.303826120959579,False,8
583,Mariane Porto,280.794.163-03,19,M,qcavalcanti@example.org,679,8.400762901231596,,,True,4
584,Yago Castro,395.416.827-82,27,M,manuela64@example.com,719,8.355415421474868,,,True,3
585,Ana Sophia da Costa,320.468.951-42,26,M,davi82@example.net,793,6.2285200239399785,,,True,3
586,Thomas Peixoto,965.407.318-84,26,M,ana-laura02@example.org,651,5.666589217998854,,,True,5
587,Ana Júlia Teixeira,901.478.623-96,24,F,thiago09@example.com,666,5.414615439442676,6.5612558805563195,5.010957805505962,False,8
588,Dra. Maria Vitória Nunes,536.804.971-48,27,M,koliveira@example.com,764,5.336462233423398,7.985973716235718,7.323268087022901,False,8
589,Srta. Ana Beatriz Barros,701.862.354-53,26,F,isabellafogaca@example.net,654,6.589594912941314,,,True,7
590,Alice Pires,624.538.091-05,27,M,xnascimento@example.net,793,9.627622777497642,5.63005167442189,9.805159025476833,False,8
591,Sr. Ryan Caldeira,061.732.859-59,20,F,stephanycastro@example.org,689,,,,True,2
592,Olivia Cavalcanti,963.721.845-91,24,M,bernardo35@example.net,703,9.655980090727205,,,True,3
593,Júlia Melo,416.053.789-84,18,F,alana32@example.org,640,7.864600977169813,,,True,3
594,Eduardo Castro,970.285.613-21,23,M,varagao@example.com,778,8.163199831588672,,,True,3
595,Ana Luiza da Conceição,807.364.159-39,21,M,joao-miguelda-mata@example.org,788,5.2892235850453275,9.854952063104262,9.429939466954536,False,8
596,Murilo Novaes,913.624.508-98,24,F,nbarbosa@example.org,645,,,,True,1
597,Davi Lucca Rodrigues,018.634.527-53,26,F,arthurbarros@example.org,706,7.312885021546657,,,True,7
598,Theo da Cruz,516.398.742-91,20,M,marcela48@example.com,702,,,,True,1
599,Eduardo Ferreira,536.409.187-20,27,M,sda-rocha@example.net,767,7.134517297760416,,,True,6
600,Maysa Costela,459.023.816-06,24,M,anthony94@example.com,669,,,,True,2
601,Theo da Cunha,795.801.236-59,26,M,amanda26@example.org,782,9.310849378486333,9.625182717798468,7.596845460767145,False,8
602,Raul Melo,458.901.267-76,22,M,pfarias@example.org,780,5.308264561472861,8.26238813252179,5.9491752052737565,False,8
603,Dra. Mariana da Cunha,397.012.845-50,25,M,calebemonteiro@example.com,764,7.479004763714343,,,True,4
604,Sr. Gabriel Sales,246.958.710-76,18,M,gabrielly32@example.org,775,,,,True,2
605,Maitê Costa,106.795.328-03,24,M,luiza34@example.net,733,9.15883254846036,7.675905427525636,8.058689394459222,False,8
606,Beatriz da Conceição,632.840.579-00,23,F,natalia20@example.com,674,8.152025603771227,,,True,7
607,Lorenzo Barros,031.847.692-40,26,M,vferreira@example.org,732,9.877822512405913,5.296275674343223,7.391791925382359,False,8
608,Kamilly Correia,257.384.016-62,18,M,fduarte@example.org,663,7.317221112912797,6.989643068291901,8.687359585905003,False,8
609,Rafael Cardoso,389.416.507-39,21,M,fernandesalexia@example.org,692,9.63707721461399,8.724617992948938,9.657483164507912,False,8
610,Bianca Souza,620.548.917-11,21,F,amoura@example.net,680,6.087727979780693,,,True,6
611,Marcos Vinicius Almeida,041.268.973-13,21,F,fcostela@example.com,786,7.890212706118037,9.867851324331335,8.41231778707812,False,8
612,Srta. Carolina Ferreira,398.217.504-60,23,F,thiago12@example.org,645,7.358476258192363,8.314624756239208,5.753819120408905,False,8
613,Gabrielly Cunha,134.709.658-20,27,M,emillycorreia@example.com,746,6.552342508741928,9.553539755211697,7.056272616224357,False,8
614,Murilo Correia,479.056.382-00,20,M,isabel26@example.com,714,5.044520733916339,,,True,4
615,Luiza das Neves,123.574.986-09,19,F,davi-luiz08@example.net,751,7.966388013517552,5.910182674690987,8.953150802643748,False,8
616,Cecília da Mota,720.516.894-58,20,M,davi60@example.com,669,9.863726960867762,6.969038692356788,6.818007387408592,False,8
617,Yasmin da Costa,758.032.941-79,26,M,diogoaraujo@example.com,711,9.072213756642931,9.396138292866468,6.639590329239498,False,8
618,Caroline Barros,678.091.425-85,25,M,henriquemartins@example.com,659,9.05564767771942,,,True,5
619,Maria Julia Peixoto,127.094.583-14,20,F,azevedoisaac@example.net,716,9.327672200633138,6.677009485023655,5.822832069936893,False,8
620,Stella da Mota,102.395.487-79,22,M,joao-pedro16@example.org,770,6.484114225190256,,,True,6
621,Marcela Oliveira,107.453.968-01,18,M,ana-lauraazevedo@example.net,720,8.055772045739358,5.3194948703004235,9.39442354230249,False,8
622,Amanda da Luz,852.147.309-50,27,M,eduardo43@example.org,680,5.182949708524184,,,True,3
623,Marcos Vinicius Melo,569.472.381-37,26,F,zcorreia@example.org,713,5.869189938342083,,,True,4
624,Sra. Bárbara Viana,014.637.852-08,19,M,hbarbosa@example.net,750,7.329947365852396,5.808757087085409,8.287497301919604,False,8
625,Anthony Rodrigues,291.048.653-24,25,F,lopesisaac@example.com,717,,,,True,1
626,Julia Viana,819.274.063-31,26,F,diasnathan@example.net,760,7.452555367378645,,,True,3
627,Alícia Moura,296.183.754-55,19,F,varaujo@example.org,715,9.071870088633549,7.952491849709039,9.581811766611658,False,8
628,Maria Clara da Rosa,190.328.746-40,27,F,marcelada-mata@example.net,770,6.998929742034443,,,True,5
629,Emilly Alves,834.957.012-14,19,F,maria-cecilia09@example.com,797,,,,True,1
630,Manuela Melo,840.917.256-94,26,F,pedro-henrique11@example.net,771,5.708123848158358,6.086093071629011,6.794971140203424,False,8
631,Ana Vieira,924.360.578-00,22,M,evelyn16@example.com,644,8.449647537217365,5.159624116122223,9.603971090697675,False,8
632,Sophia da Cruz,513.742.980-50,18,F,ana-laura12@example.org,707,,,,True,2
633,Miguel Rocha,321.645.780-07,23,M,milenafarias@example.com,755,7.652746981641262,,,True,7
634,Clara Cardoso,839.204.651-05,23,F,nascimentosarah@example.org,706,6.120454452554239,9.271887414672715,8.474324419641789,False,8
635,João Lopes,451.280.396-33,23,M,nicole68@example.net,657,,,,True,2
636,Breno Costa,095.672.481-76,25,M,inascimento@example.com,730,7.268241935000159,5.374846968561034,8.791242133555192,False,8
637,Alana Rocha,698.237.140-96,21,F,joao-guilhermecorreia@example.net,711,8.550161594090158,,,True,5
638,Matheus da Mata,601.752.983-86,19,M,luiz-otavio91@example.com,659,,,,True,1
639,Dr. Danilo Rezende,586.394.017-48,22,F,da-rosaana-luiza@example.com,795,7.2325968436266015,,,True,3
640,Luana da Conceição,325.197.648-64,26,M,ffernandes@example.org,683,7.769724727816389,,,True,3
641,Laura Almeida,046.753.819-01,19,M,novaesbreno@example.org,760,9.862679720818331,,,True,5
642,Sr. Juan Moura,517.428.903-50,24,F,vitor-hugo29@example.net,684,,,,True,2
643,Laís da Costa,918.250.734-14,20,F,clarada-cruz@example.net,729,,,,True,1
644,Manuela da Luz,725.130.894-05,22,F,wdas-neves@example.com,664,6.840627561635309,9.518858736371978,9.483781694519596,False,8
645,Sr. Yuri Fogaça,582.476.039-00,18,M,da-motalevi@example.org,779,,,,True,1
646,Sabrina das Neves,945.361.287-19,19,F,diogo51@example.com,759,8.431557221231758,8.842528142854313,6.25143199874811,False,8
647,Sr. Isaac Rocha,792.013.654-70,22,M,caldeiracarolina@example.net,712,8.206754702283046,5.815562148331496,7.566638525375679,False,8
648,Erick Lima,375.149.208-97,20,F,da-motaana-carolina@example.net,745,,,,True,1
649,Nathan Duarte,743.065.189-57,25,F,enzocastro@example.org,652,9.216087008454043,8.549691777652772,7.034425725130004,False,8
650,Rafael Nogueira,207.135.986-03,18,F,sribeiro@example.org,708,9.879411371087663,,,True,6
651,Sarah Nascimento,358.942.761-28,24,F,ramosana-julia@example.com,767,6.123324880830005,,,True,7
652,Kevin Aragão,625.710.934-52,21,M,vinicius83@example.net,736,,,,True,2
653,Yago da Paz,865.743.029-00,27,M,pazevedo@example.com,793,5.627885707886685,,,True,7
654,Sabrina Pinto,438.619.052-05,21,M,dduarte@example.org,795,7.926621729017712,,,True,5
655,Luiz Henrique Melo,280.473.615-62,24,M,arodrigues@example.com,746,6.688794260185769,9.409801215252056,5.129235147849655,False,8
656,Pietra Araújo,157.486.239-19,20,M,ccosta@example.com,668,7.019977880279446,,,True,4
657,Dra. Gabrielly Ribeiro,029.764.138-78,23,F,luiz-gustavoaragao@example.org,759,6.683966873995851,6.078801864322585,9.996196352085132,False,8
658,Dra. Júlia da Rosa,728.019.534-23,21,F,maria-luizacampos@example.com,721,7.333569645918342,5.287806184972685,8.2976703359939,False,8
659,Ana Beatriz Moura,526.901.874-85,19,M,eloah22@example.net,793,5.013363916781705,8.360889296103515,9.404333502672019,False,8
660,Henrique Castro,307.629.418-04,20,M,dda-rosa@example.com,715,9.09545064414092,,,True,6
661,Vitor Teixeira,190.573.624-06,26,F,pauloaraujo@example.org,710,6.621649103259021,7.673122693132148,8.60783183863355,False,8
662,Ana Júlia Cunha,385.470.916-10,20,M,nuneslucas@example.net,760,9.292506996903427,,,True,5
663,Clarice Ferreira,831.967.250-30,23,M,barbara34@example.org,762,7.620373785499055,,,True,4
664,Joaquim Cavalcanti,157.902.438-60,26,F,maria-juliacunha@example.net,716,7.829730725386315,,,True,3
665,Noah Fogaça,928.146.053-05,18,F,laura46@example.com,664,,,,True,2
666,Rodrigo Ferreira,583.902.416-33,18,M,isadora23@example.net,681,5.820690922259454,,,True,3
667,Danilo Ferreira,901.476.538-00,19,M,pereiraian@example.com,733,9.79828741102388,,,True,3
668,Ryan Correia,815.032.697-95,22,F,vitor-gabriel69@example.com,782,9.345140734462891,9.945850831534315,9.494351367773156,False,8
669,Clarice Ferreira,381.765.420-08,25,F,camposigor@example.com,650,7.093070320760668,,,True,7
670,Joana Silva,136.794.850-93,18,F,maysada-paz@example.net,665,7.700587180291816,9.560866365319974,9.101991123814004,False,8
671,Dr. Davi Lucca Porto,251.730.698-21,18,M,piresmanuela@example.org,688,,,,True,1
672,Dr. Lucas Gonçalves,378.260.915-86,24,M,diegoribeiro@example.com,794,6.323946600234743,8.969024905951692,6.027139666879375,False,8
673,Letícia Silveira,016.759.284-01,22,F,upeixoto@example.com,713,6.509294816064381,6.8258544828034555,5.513755197138282,False,8
674,Arthur Freitas,371.492.508-23,21,M,milena01@example.org,741,5.365881038702425,5.710920570747345,8.289957788569836,False,8
675,Sr. Antônio Pires,234.591.087-97,18,M,krocha@example.com,750,,,,True,1
676,Breno Souza,689.345.071-01,26,F,kaique06@example.net,689,8.773668653076363,,,True,5
677,Stephany Araújo,742.563.081-80,26,M,duartemarina@example.net,723,8.511298728484174,7.955884438563764,8.102610537482152,False,8
678,Vinicius Cardoso,251.604.873-44,21,F,gnovaes@example.com,799,,,,True,2
679,Dra. Larissa Ribeiro,109.843.567-20,26,M,peixotolucas-gabriel@example.org,680,6.905919615350112,7.619509224777982,7.1822568034075385,False,8
680,Renan Nogueira,574.936.180-20,20,M,eduardo86@example.org,735,9.878030966279614,7.205245057392536,5.0139604330830565,False,8
681,Ana Lívia da Cruz,418.023.596-05,24,M,palves@example.com,732,8.75008799696493,8.67176066008198,9.489782499360384,False,8
682,Alícia Nogueira,512.678.093-02,24,M,milenanunes@example.net,708,7.295486110788065,5.066710358926784,7.892895225620659,False,8
683,Ana Luiza Monteiro,318.526.904-70,23,M,cunhakamilly@example.org,672,5.754590413428465,,,True,7
684,Brenda Pires,425.310.679-06,19,F,marcelooliveira@example.org,718,7.788013650805535,5.161311218042927,6.072267558046299,False,8
685,Mariane Pinto,850.126.349-42,26,M,jda-cruz@example.org,775,7.830459316644747,,,True,4
686,Júlia Costa,263.154.879-55,18,M,ana-juliapereira@example.org,722,7.941274107095063,,,True,7
687,Erick Lima,154.826.037-17,25,F,ana-carolinada-mata@example.com,713,8.704027997018802,7.564091625904599,8.600235529563593,False,8
688,Isabel Santos,684.152.937-55,25,F,mbarbosa@example.net,690,,,,True,1
689,Pedro Miguel Freitas,362.958.174-91,27,M,costaemanuelly@example.net,769,5.035180913510825,5.799207663922172,8.179880178543865,False,8
690,Manuela Araújo,283.751.940-50,18,M,ferreiraandre@example.com,675,6.3485995971564,8.19735708429262,9.454710804068878,False,8
691,Paulo Porto,579.238.160-77,20,M,mlopes@example.org,745,,,,True,2
692,Otávio Nunes,814.529.706-02,25,M,leonardoda-mota@example.com,776,9.778811554636842,8.633118104236303,9.866146625625941,False,8
693,Eloah Freitas,867.920.135-95,24,F,vieirarafael@example.org,659,5.797557776335295,7.08831321093454,8.317521672527306,False,8
694,Sra. Elisa Cardoso,962.483.017-78,27,F,da-costamiguel@example.net,738,5.539705260707181,7.263839409399136,8.571020166635755,False,8
695,João Vitor Martins,204.956.738-38,25,M,isadora41@example.net,767,5.874865506820242,7.762268643706029,8.070625361633565,False,8
696,Stephany Viana,586.419.730-01,21,F,mourapedro-lucas@example.org,779,,,,True,2
697,Miguel Ribeiro,052.187.964-76,26,F,da-rochaana-carolina@example.org,773,7.739688853813064,,,True,5
698,Sr. Bernardo Cardoso,134.260.578-08,21,F,alopes@example.net,730,5.650059839586526,,,True,6
699,Igor Gonçalves,109.642.783-40,19,M,luana42@example.org,752,5.908055706061528,,,True,7
700,Vicente da Luz,145.723.689-37,21,F,benjamin03@example.com,792,8.632141462261927,,,True,4
701,Danilo Vieira,670.835.129-30,22,F,claricesales@example.com,764,,,,True,2
702,João Felipe Almeida,074.518.369-75,20,F,vcaldeira@example.net,706,7.070095688213741,9.695526991701932,8.442462259782095,False,8
703,Luana Ferreira,821.673.059-40,21,M,cgomes@example.com,735,7.4853951796697515,9.671092432527004,9.5793706081874,False,8
704,Sr. Pedro Novaes,318.760.254-17,23,M,rafaela06@example.net,678,7.391126410214569,,,True,4
705,Sra. Alice Rocha,243.910.768-96,23,M,catarinada-mata@example.net,697,7.641778051381529,,,True,5
706,Helena da Rosa,706.984.251-11,19,F,marina48@example.net,793,8.478417101883238,5.776295455217015,8.037495933398697,False,8
707,Emilly Jesus,163.405.897-66,23,M,mariana10@example.org,695,7.8568148759287215,,,True,5
708,Srta. Stephany Novaes,061.498.725-30,26,F,pedro-lucaspires@example.net,674,,,,True,1
709,Rebeca Campos,189.264.735-46,26,F,ramospietro@example.org,686,9.536860515373313,,,True,4
710,Ana Farias,907.513.462-25,19,F,ryansilva@example.org,793,8.267832865450057,,,True,4
711,Diego Ribeiro,143.529.086-06,20,M,meloluiz-felipe@example.net,754,8.077281412335498,7.886603852295713,9.145873236145986,False,8
712,Igor Sales,730.294.186-69,18,M,fmendes@example.com,735,7.5128944448675234,5.3644489125337795,9.030233209918007,False,8
713,Helena Cavalcanti,450.172.689-01,22,M,teixeiravitor-gabriel@example.org,749,9.2198758748497,,,True,4
714,Anthony Caldeira,514.690.372-70,23,F,yuri53@example.com,784,8.741773810075117,,,True,3
715,Emanuelly Nascimento,974.650.132-16,22,M,rafael73@example.org,658,6.461107380602937,,,True,4
716,Olivia Moura,758.124.609-49,20,F,qmonteiro@example.org,648,8.696219495457438,7.097742994111607,8.353852239082872,False,8
717,Sophie Cunha,602.413.859-89,19,F,ccarvalho@example.org,718,6.538041063496204,6.918532303609861,8.359803146890712,False,8
718,Enzo Rodrigues,614.972.358-55,21,M,diasmanuela@example.com,747,6.381919469620167,9.754782967189712,7.589904637158677,False,8
719,Luiz Fernando Peixoto,823.971.605-95,19,M,pintojuan@example.net,650,7.237463847959245,8.617078355459979,6.503215779153131,False,8
720,Gustavo Henrique da Mata,709.261.583-68,21,F,wjesus@example.net,732,8.589849489358475,9.489406505761064,5.758412293983587,False,8
721,Luigi Oliveira,351.869.270-40,24,M,ynascimento@example.net,786,8.292523918971298,,,True,7
722,Bruno da Luz,891.726.435-28,18,M,mirella19@example.net,774,7.7634134255062754,,,True,7
