,Nome,Sexo,CPF,Idade,Email,Nota Enem,CRAs_2semestre,CRAs_4semestre,CRAs_6semestre
490,Brenda da Mota,Feminino,521.873.694-55,27,ocarvalho@example.com,731,6.2332189533746165,,
491,Sr. Cauã da Cruz,Masculino,672.951.340-34,25,bcorreia@example.net,797,5.44075238410267,5.403213948737632,5.893086922872114
492,Maria Luiza Nascimento,Feminino,146.982.035-89,23,maysa31@example.net,732,9.592183154131286,,
493,Amanda Farias,Feminino,324.860.915-05,27,fogacaana-clara@example.net,684,5.44355090344114,,
494,Yasmin da Cunha,Feminino,276.980.345-00,25,rvieira@example.com,658,5.544277331956032,9.99402134201085,8.5462636410039
495,Gabrielly Aragão,Feminino,065.423.719-07,20,dcarvalho@example.net,722,,,
496,Maria Alice das Neves,Feminino,679.235.140-70,23,esther13@example.org,754,,,
497,Luiz Gustavo Freitas,Masculino,974.632.501-99,19,oda-cunha@example.com,787,8.792160720290532,,
498,Vinicius Gomes,Masculino,157.398.406-00,27,joao-gabriel07@example.org,791,7.895146742734646,,
499,Leandro Novaes,Masculino,419.078.236-03,23,qda-conceicao@example.net,685,6.75465970059591,6.389643745515393,6.425546873165908
500,Maria Luiza Nogueira,Feminino,249.086.753-92,23,lfreitas@example.net,756,5.190717658438921,7.912669400032577,5.091448616441994
501,Gabriela Gomes,Feminino,976.830.241-04,27,bjesus@example.com,770,7.712663029729082,5.467363013285308,7.950660238626373
502,Brenda Santos,Feminino,695.201.843-33,24,joao-guilhermenogueira@example.net,774,7.325479931625717,9.93842989229679,9.949368265780844
503,Dra. Cecília Moreira,Feminino,936.810.257-03,26,ana-beatriz18@example.net,664,5.355750677836676,8.21163576859447,5.931453279472356
504,Sr. Raul da Luz,Masculino,098.164.725-11,23,ryan16@example.net,721,8.443899503266433,9.527868519855003,9.606049827678238
505,Enrico Campos,Masculino,317.649.528-55,21,cardosodavi-luiz@example.net,644,,,
506,Sra. Emanuella Viana,Feminino,345.190.876-00,26,nmonteiro@example.net,732,,,
507,Luiz Gustavo Nogueira,Masculino,908.543.712-14,23,moreiramaria@example.net,761,7.522171914348578,,
508,Srta. Manuela Silva,Feminino,039.548.172-41,21,dporto@example.net,768,,,
509,Isabel Caldeira,Feminino,691.372.845-09,21,guilhermecarvalho@example.org,680,,,
510,Alícia das Neves,Feminino,516.043.298-15,25,miguel72@example.com,769,7.8429709256506275,,
511,Vitor Lopes,Masculino,521.738.946-09,19,opinto@example.com,793,7.062179009736083,8.182417335104072,9.537082520901595
512,Beatriz Barros,Feminino,160.835.972-77,26,alexandre64@example.net,726,9.816230049007075,,
513,Luiza Rodrigues,Feminino,903.481.752-05,21,peixotomariana@example.net,789,8.711715264884916,6.435921922485439,9.92778553201547
514,Vitória Aragão,Feminino,452.963.078-10,24,zporto@example.com,774,5.364433598365865,,
515,Luiz Gustavo Jesus,Masculino,356.201.789-86,21,peixotojoaquim@example.net,792,9.9151904548665,,
516,Giovanna Nunes,Feminino,321.095.876-95,24,pcarvalho@example.net,766,8.889677113643433,,
517,Laura Alves,Feminino,018.249.735-60,25,martinsvalentina@example.net,735,9.143529954169026,5.987474230901793,9.553933517131473
518,Dra. Ana Júlia Pinto,Feminino,149.853.627-19,27,ealves@example.com,748,9.659382496997093,,
519,Sr. Francisco Barros,Masculino,673.804.925-00,22,emanuella91@example.org,773,6.29142694859908,,
520,Ana Luiza Farias,Feminino,179.024.586-94,23,pedro-miguelbarros@example.com,641,,,
521,Srta. Emilly Ribeiro,Feminino,538.740.269-65,25,caiopereira@example.com,767,7.280477041633112,,
522,Vitor Nogueira,Masculino,361.987.254-64,23,caiocardoso@example.net,647,,,
523,Joana da Rocha,Feminino,834.106.259-33,26,wcavalcanti@example.com,704,9.88525470950672,8.011999071160762,5.982635334606695
524,Marcelo Alves,Masculino,981.623.047-03,26,helena07@example.net,661,6.053308145983349,,
525,Lara Mendes,Feminino,810.426.573-35,19,antonio66@example.org,788,7.670368700659405,7.278449132524798,9.88184192351844
526,Thomas Porto,Masculino,509.374.681-93,25,barrosbenicio@example.net,775,8.177899786029688,,
527,João Azevedo,Masculino,948.570.316-39,25,maria-claraazevedo@example.com,685,8.755494364294602,9.50128745144395,9.87845245138396
528,Luiz Fernando Peixoto,Masculino,589.314.607-75,23,sarah80@example.org,710,,,
529,Alice Vieira,Feminino,947.325.861-55,18,meloisis@example.org,668,6.090900720308891,,
530,Alice Pires,Feminino,253.981.760-21,26,fernandesjoana@example.org,713,7.271149319983454,,
531,Levi Correia,Masculino,628.157.493-19,24,marcos-vinicius45@example.com,739,5.5402887417165605,9.416047175473462,5.766526847066858
532,Erick Araújo,Masculino,378.290.514-88,28,lorena68@example.com,646,5.51775816911018,9.627536051171099,9.548092658409768
533,Raquel Costela,Feminino,320.415.768-71,23,zporto@example.com,782,5.490406326895629,5.457277401137833,9.145143649261021
534,Gustavo Melo,Masculino,208.436.197-40,19,srodrigues@example.org,664,5.173798424404178,,
535,Theo Lopes,Masculino,895.072.436-74,26,ylopes@example.net,784,8.572587081208777,6.935060252403648,7.926412647667785
536,Gabriel Melo,Masculino,681.459.230-42,21,emanuel55@example.net,657,5.107194694091616,6.818557194255146,8.832701401944634
537,Sophia Cardoso,Feminino,527.840.936-38,27,rodrigo14@example.org,704,7.099601382144813,7.9451737331389465,7.706101716598184
538,Erick Oliveira,Masculino,685.179.340-75,23,enrico52@example.org,664,8.470150870461778,6.961665620745897,6.437188735457913
539,Sra. Caroline Gonçalves,Feminino,984.603.715-57,28,zfarias@example.com,680,,,
540,João Pedro Fernandes,Masculino,107.586.392-95,19,lorenzo89@example.com,709,,,
541,Breno da Mata,Masculino,096.574.231-80,26,vitoriarezende@example.org,703,9.455112537230868,,
542,Joana da Rosa,Feminino,820.715.439-04,24,heitorsouza@example.net,650,,,
543,Bruna Gomes,Feminino,032.417.895-60,23,kevinnascimento@example.com,764,6.795863552024628,,
544,João Miguel Silveira,Masculino,271.968.304-31,28,omelo@example.org,644,8.951489184240353,6.663743020148511,8.651053622775814
545,Davi Luiz Santos,Masculino,371.650.842-07,28,ferreirabeatriz@example.org,778,,,
546,Cecília Monteiro,Feminino,421.739.580-97,25,nicole31@example.com,712,7.414500737596002,5.218450052167763,7.491085709707976
547,Melissa Pereira,Feminino,849.561.720-01,27,da-costaandre@example.net,741,6.549675703664763,,
548,Enzo Gabriel da Paz,Masculino,159.648.237-00,24,xcarvalho@example.org,647,5.633884738016298,,
549,Juan Ramos,Masculino,496.510.728-49,21,fda-cruz@example.org,780,5.202932717742001,5.6831789963081425,8.115757053659948
550,Alexandre da Luz,Masculino,905.176.823-03,18,araujojoao-lucas@example.org,670,,,
551,Maria Cecília Gonçalves,Feminino,267.914.053-25,19,alexandre46@example.com,652,7.240845855391905,,
552,Lorena Silveira,Feminino,352.710.849-14,24,noah98@example.com,670,6.1736211416053255,,
553,Sr. Leandro Freitas,Masculino,641.537.908-93,22,helenaduarte@example.org,688,6.703826172905429,,
554,Erick das Neves,Masculino,590.276.341-06,26,nina92@example.org,666,6.786647712564978,5.9004929560117265,6.280677677584114
555,Dra. Luna Santos,Feminino,473.926.150-25,26,juliana18@example.org,744,6.250225274172276,9.104473909981246,5.25056894966858
556,Rafael Cavalcanti,Masculino,921.674.583-55,26,rochalara@example.com,751,7.60033546337024,,
557,Kamilly Campos,Feminino,753.149.802-23,25,bda-mota@example.com,645,8.417245197305817,7.502506418281732,6.936334884743133
558,Sra. Maria Fernanda Gomes,Feminino,108.495.632-24,23,freitaslara@example.org,700,5.249293997418222,6.718964623839025,9.298014495311605
559,Kamilly Viana,Feminino,968.524.710-20,26,diasbenjamin@example.com,743,7.990645783280039,,
560,Mariana Peixoto,Feminino,012.768.593-68,23,marcos-viniciusda-luz@example.org,779,9.301489019244224,8.691819163937264,6.796895228726628
561,Dr. Fernando da Mata,Masculino,693.801.572-40,27,emoraes@example.net,721,9.741655320086188,6.69757806854769,5.33226177881064
562,Emanuella Nascimento,Feminino,704.361.928-96,20,lcardoso@example.com,779,6.93579553392942,7.364844249269544,5.379008779982116
563,André Silveira,Masculino,075.492.183-23,18,araujoryan@example.net,653,8.35181209400028,,
564,Murilo Barbosa,Masculino,730.125.968-95,21,felipeporto@example.org,663,,,
565,Isabelly Ramos,Feminino,820.139.654-51,24,fcunha@example.org,696,,,
566,Mirella Azevedo,Feminino,416.583.207-35,23,joaoalmeida@example.net,705,6.408024176284325,7.433086848235751,8.607727067064408
567,Heitor Ribeiro,Masculino,105.896.237-02,28,mouralucas-gabriel@example.org,719,7.0889619378391,,
568,Luna Dias,Feminino,286.915.037-77,19,rebecacorreia@example.org,748,7.173573313515275,8.272026779971867,5.5760162527769594
569,Dra. Isabelly Peixoto,Feminino,176.340.895-75,18,moraesmarcela@example.com,681,9.740776808361632,,
570,Joaquim Lopes,Masculino,780.369.524-83,23,isadora42@example.com,741,6.685317948941384,,
571,Melissa Vieira,Feminino,709.846.132-69,19,sophielopes@example.com,751,9.2149989086714,,
572,Dr. André Teixeira,Masculino,345.127.608-90,27,andreda-rosa@example.com,697,8.442757300662036,9.0463299195571,8.967402099783213
573,Dra. Sarah Mendes,Feminino,570.631.498-57,21,uferreira@example.com,740,7.552853670756966,9.808513070764786,5.75680308933757
574,Larissa Teixeira,Feminino,759.243.081-97,28,carvalhojuliana@example.org,700,5.749444757138511,,
575,Stella da Mata,Feminino,910.284.376-50,22,luna70@example.com,778,8.41378463971607,8.295786501789454,6.274128620491949
576,Stephany Teixeira,Feminino,405.197.628-94,23,xduarte@example.net,739,8.15973576736246,,
577,Bernardo Cavalcanti,Masculino,452.316.709-52,19,heloisa29@example.net,774,5.829983776630558,,
578,Augusto Alves,Masculino,354.260.987-00,28,lorenzo67@example.org,756,8.587800731576975,,
579,Augusto Lopes,Masculino,402.659.718-02,23,da-pazlarissa@example.com,772,9.07840027005916,,
580,Carlos Eduardo Martins,Masculino,932.047.518-05,28,brenobarros@example.com,643,8.623435175883792,,
581,Luiz Felipe da Paz,Masculino,564.219.378-37,25,isiscorreia@example.net,797,7.7378026018106105,5.418966990669914,7.971859038523393
582,Sra. Mirella das Neves,Feminino,853.714.620-07,27,alexandre15@example.org,735,7.348419787278776,,
583,Alexandre Pereira,Masculino,381.529.076-77,28,gomesjuan@example.com,745,6.759606770673592,,
584,Dr. Henrique Jesus,Masculino,301.528.794-04,19,lopescarlos-eduardo@example.com,761,5.008093538137609,7.366776991558236,6.22911926076778
585,Ana Clara Pereira,Feminino,875.936.041-01,25,da-conceicaomaria-cecilia@example.com,771,7.4628030723540455,5.08501041883435,6.496308394816845
586,Eduardo da Conceição,Masculino,927.106.358-95,28,beatriz31@example.com,711,,,
587,Caroline Viana,Feminino,186.523.794-91,19,viniciuspinto@example.org,673,9.261460241907667,7.065885202710833,9.324201019993511
588,Luiz Otávio Jesus,Masculino,273.048.695-00,26,daniel91@example.com,726,5.589314867632773,,
589,Thiago Azevedo,Masculino,417.830.256-62,18,yuri42@example.org,770,8.642064687555761,,
590,Luigi Jesus,Masculino,305.927.184-41,24,jda-cunha@example.org,728,7.462947928860116,6.587105190789769,8.729223743713968
591,Pedro Rezende,Masculino,659.148.372-19,26,lavinia41@example.com,768,7.899003808741094,5.879193241067045,8.509815556025984
592,Dra. Eduarda Gomes,Feminino,391.462.850-24,28,orezende@example.net,707,5.88625131134733,9.00676660772305,8.260939616611086
593,Dr. Emanuel Nunes,Masculino,541.862.793-73,25,otavio57@example.org,796,,,
594,Sr. Paulo Azevedo,Masculino,240.796.851-49,26,pcosta@example.net,707,7.070241577715333,9.703637401507427,8.165097498547913
595,Bernardo Castro,Masculino,759.286.041-49,18,fariasheloisa@example.net,766,8.140499782449615,6.633798706998808,8.12273996440965
596,Laís da Cruz,Feminino,854.302.916-33,28,da-rochaemanuelly@example.org,696,6.079884051985197,8.9695360235232,6.300924709634974
597,Gabrielly Ferreira,Feminino,536.820.917-77,27,souzayuri@example.net,669,,,
598,Caio Lopes,Masculino,196.532.704-43,25,ribeirodavi-luiz@example.org,778,8.60864695679049,5.5230168961175305,9.475800625959216
599,Diego Rocha,Masculino,372.451.068-35,27,umonteiro@example.com,753,6.6422904172925,8.99920555441582,8.245140136814644
600,Yago Fogaça,Masculino,570.981.462-85,25,maria-ceciliagomes@example.org,647,7.451832770795936,,
601,Lucas Gabriel Oliveira,Masculino,950.617.324-99,18,ana-livia00@example.net,741,,,
602,João Vitor Silva,Masculino,465.087.912-49,18,vianalavinia@example.org,711,6.123140932456055,8.043453029981901,7.151819816602766
603,Sra. Melissa da Luz,Feminino,614.387.905-20,22,costelaisabelly@example.net,709,5.181115583067725,,
604,Dra. Caroline da Conceição,Feminino,145.369.802-70,18,alexia11@example.net,716,8.54538350311852,,
605,Davi Lucas Silveira,Masculino,806.215.379-77,24,kpereira@example.org,686,5.540713807627466,7.070646688499814,5.753016446854908
606,Dra. Maria Vitória Santos,Feminino,054.219.876-20,18,caroline52@example.com,788,8.096889713613324,5.775870387478863,7.6733218022823735
607,Eduardo Alves,Masculino,018.297.456-11,20,marcos-viniciussilva@example.org,705,7.3030040514025085,,
608,Dra. Clara Silveira,Feminino,681.243.057-90,26,leticiada-costa@example.com,658,5.9898055906374665,,
609,Carolina Nogueira,Feminino,456.927.138-37,23,xsales@example.org,649,6.647239109340394,8.97935037289738,8.156476706592102
610,Guilherme Fogaça,Masculino,017.849.235-32,27,cvieira@example.org,695,9.15810880955281,,
611,Isabelly Sales,Feminino,150.496.823-98,18,msilva@example.org,735,5.5955576078580584,,
612,Maria Julia da Paz,Feminino,749.013.865-57,25,guilherme32@example.com,731,5.327234236961144,8.899272662828901,5.923163926764709
613,Leandro Lima,Masculino,260.845.937-47,18,maria-fernanda90@example.com,746,8.372361603136014,,
614,Maysa Duarte,Feminino,240.167.983-96,27,nascimentoana-laura@example.org,741,9.137068931422478,6.888653242612912,6.311357361050938
615,Amanda da Cunha,Feminino,380.547.291-97,26,marcela14@example.net,746,7.075710606155735,5.710545609343462,7.37098858193796
616,Enzo da Cunha,Masculino,157.246.890-49,24,joao-miguelda-rocha@example.net,760,8.665164344783298,8.826312861992319,5.014382590975673
617,Breno Monteiro,Masculino,140.539.267-34,22,marianasouza@example.net,700,9.765784892147996,5.794872376350725,9.841523483923071
618,Dr. Breno da Paz,Masculino,950.324.718-79,28,ana-clara65@example.org,661,6.496722245588213,,
619,Bianca Nogueira,Feminino,297.045.361-43,28,luiz-felipe61@example.net,673,6.568298483742463,6.434717221195796,6.973478349015975
620,Catarina da Rocha,Feminino,412.076.385-44,22,rochaana-laura@example.org,662,6.7382801365777425,7.287669109689585,9.358717932374326
621,Erick Barbosa,Masculino,967.015.248-85,22,nunesandre@example.com,712,8.518800649931416,9.134933737458665,9.18403823536504
622,Murilo Ramos,Masculino,706.943.251-80,22,scunha@example.org,674,9.045107041465048,9.372918051553647,7.850292572856105
623,Camila da Mota,Feminino,126.093.748-87,22,fazevedo@example.org,735,9.599792735860824,,
624,Sr. Pedro Viana,Masculino,368.154.209-06,28,barbara72@example.net,727,6.706534958345511,,
625,Henrique Nunes,Masculino,521.687.904-85,25,omoura@example.org,655,,,
626,Valentina Rodrigues,Feminino,346.519.082-33,20,lucca78@example.org,781,6.856650330036922,6.395950708699444,8.283658561556551
627,Sr. Fernando Duarte,Masculino,127.345.698-09,18,carolinefarias@example.net,689,9.103373897086986,,
628,Dr. Matheus da Costa,Masculino,724.631.089-40,18,luiz-fernando93@example.com,673,8.615885854989159,9.178751128976199,7.9515081987319345
629,Maitê Cardoso,Feminino,702.931.468-96,21,cavalcantiheloisa@example.org,774,5.987608535298384,9.43582719011949,5.569216629789928
630,Evelyn Cavalcanti,Feminino,370.819.426-87,25,jesuspietro@example.org,783,7.912453312317343,,
631,Gabriela Alves,Feminino,210.496.578-02,24,marcelovieira@example.org,755,8.435552196273747,,
632,Enzo Gabriel Viana,Masculino,790.814.236-22,22,jsilva@example.net,688,6.404377012108482,,
633,Srta. Milena Fogaça,Feminino,874.653.201-35,18,gomesmanuela@example.net,681,6.500246808952966,7.279597387691289,6.264076437143749
634,Sophie da Mota,Feminino,075.621.894-20,25,bsouza@example.net,693,5.238206501989628,8.113513626438412,5.900084044272786
635,Raul da Paz,Masculino,347.068.912-13,25,rochaotavio@example.org,700,5.050733074577107,6.88294874971559,5.589044951812149
636,Leonardo Almeida,Masculino,258.301.769-12,23,maria-clara81@example.net,685,5.043007493127235,7.479598247105791,9.599251698019506
637,Noah Rezende,Masculino,284.073.195-97,24,kevincavalcanti@example.net,715,7.229158934058358,,
638,Lara Barros,Feminino,650.341.978-39,28,ana-juliamelo@example.com,645,5.670989453140868,,
639,Ian Gomes,Masculino,726.018.594-58,18,zsales@example.org,783,6.460735990950121,8.726039221605522,8.077530119350275
640,Enzo Souza,Masculino,698.502.347-92,26,ksouza@example.net,662,,,
641,Bruno Teixeira,Masculino,236.594.180-05,26,ncavalcanti@example.com,702,6.617140981772563,,
642,Cauã Dias,Masculino,421.968.705-01,20,kdias@example.com,746,,,
643,Sr. João Gabriel Fogaça,Masculino,130.864.527-90,27,nina86@example.com,718,9.796914396291491,,
644,Clara Novaes,Feminino,560.493.872-65,19,fernandosales@example.net,736,9.72618701797163,6.784084478167711,8.037793905653402
645,Sr. Enzo Cunha,Masculino,738.054.912-04,21,wda-rosa@example.com,727,9.218992607925449,,
646,Caio Martins,Masculino,168.237.409-22,22,evelyn62@example.net,798,9.75187640123947,9.73206953688224,8.26277839337847
647,Vicente Rodrigues,Masculino,753.408.961-10,27,joao-gabriel49@example.org,709,8.059718514506471,6.735040473867421,9.436926427793402
648,Dr. Benício Caldeira,Masculino,970.312.548-41,19,ida-mota@example.org,665,9.663925792253377,,
649,Luiz Henrique Sales,Masculino,709.348.156-66,21,caua36@example.net,695,,,
650,Gabriela Martins,Feminino,659.841.073-84,26,scastro@example.org,791,7.791943490504817,9.529549656239206,5.228893073897249
651,Alexandre Caldeira,Masculino,098.271.346-04,24,abarros@example.com,659,8.633211157767184,5.63255472483402,5.564949167106537
652,Eduarda Viana,Feminino,036.145.928-98,19,dbarbosa@example.org,704,8.731108463677,9.855408403454902,5.896879575282313
653,Srta. Ana Júlia Nunes,Feminino,160.385.947-01,24,mendescaue@example.com,686,9.130163193725672,7.723345245975027,7.135377348600564
654,Heitor Pires,Masculino,179.342.865-46,27,limaisabelly@example.com,722,9.549783367293804,6.08254313268785,9.64297101219331
655,Thomas Araújo,Masculino,508.271.463-53,23,augustomoura@example.net,667,7.622230917060472,,
656,Calebe Nascimento,Masculino,352.760.418-90,19,ana-beatriz70@example.org,663,7.1539853335158226,6.425388367091914,5.336242759732815
657,Marcela Martins,Feminino,824.653.790-38,20,ribeirojoao-lucas@example.com,795,7.658477654765107,6.890333822024926,7.785435529309293
658,Dr. Luiz Fernando Gonçalves,Masculino,108.762.539-40,19,goncalvesfernanda@example.com,654,5.563189977649935,,
659,Maria Fernanda das Neves,Feminino,530.267.918-30,24,jcastro@example.net,748,5.795960306215012,,
660,Milena Moreira,Feminino,250.897.341-60,28,diegomonteiro@example.net,683,8.86876344193237,5.115084697331497,5.865842148687104
661,Dr. Antônio da Cunha,Masculino,126.748.539-64,28,esthercavalcanti@example.com,734,9.728871864070047,5.870023086970548,6.621273710677862
662,Vitória Silva,Feminino,197.452.036-61,27,wmartins@example.net,667,6.885564645292298,,
663,Yago Pires,Masculino,216.803.594-60,23,silvanicole@example.net,771,7.27734935560049,6.1993732970090845,5.641554191450487
664,Júlia Fernandes,Feminino,024.835.769-74,23,luizaalves@example.org,711,6.449294051062415,,
665,Dra. Mariana Jesus,Feminino,213.740.598-97,19,salesmilena@example.org,739,7.360234491706342,9.675188011586462,6.506408866532278
666,Vinicius Mendes,Masculino,603.479.518-48,22,hda-luz@example.com,756,6.671122590432607,,
667,Ian Silva,Masculino,238.970.416-69,24,ian40@example.net,748,8.101693265372312,9.3880914303836,5.205329576686617
668,Amanda Costa,Feminino,893.645.270-38,26,ramoslevi@example.com,694,8.812674112240817,,
669,Sarah Lopes,Feminino,520.943.186-05,25,pribeiro@example.org,640,7.343113845215466,8.733986916399736,6.730924327517984
670,Vicente Pereira,Masculino,827.934.516-73,19,jcastro@example.net,696,9.345776731750846,9.643368434632379,8.540930671712596
671,Letícia Ferreira,Feminino,638.257.904-10,21,isantos@example.com,689,7.559998980582139,7.797796132084175,9.629236280641427
672,Antônio Gonçalves,Masculino,407.635.192-43,21,elisa89@example.com,777,,,
673,Thomas Costela,Masculino,186.359.270-95,28,azevedorenan@example.org,671,,,
674,Alana Martins,Feminino,432.609.751-52,18,vieirayuri@example.net,673,8.898653997009056,5.310716999123835,8.216897505812586
675,Sra. Gabriela da Rosa,Feminino,681.047.529-01,26,enovaes@example.com,657,9.089845607401637,,
676,Lavínia Barros,Feminino,537.106.298-02,22,gomesmirella@example.org,671,7.511309887694653,,
677,Davi Lucas Peixoto,Masculino,176.890.534-75,18,clima@example.net,732,8.385299591135492,9.025636786858232,9.14262899423353
678,Ana Laura Peixoto,Feminino,708.295.641-01,18,castroleandro@example.org,771,,,
679,Raul Souza,Masculino,587.321.049-79,26,oliveirafelipe@example.net,791,6.151609582211131,,
680,Vitor Gabriel Almeida,Masculino,254.769.380-10,18,manuelaribeiro@example.net,669,9.832500142792401,5.324039553431142,8.420476049895123
681,Lara Fernandes,Feminino,162.934.805-89,24,maria-vitoriada-cunha@example.net,728,9.78395163155498,7.921857331753522,8.44402027024766
682,Juan Correia,Masculino,243.079.618-03,18,vianamirella@example.org,755,5.310366612190201,8.803888704175787,6.471798133580994
683,Leonardo Correia,Masculino,825.370.194-23,21,monteironathan@example.org,752,,,
684,Maysa da Mata,Feminino,865.147.093-20,23,yaraujo@example.com,781,8.871901657539984,8.245008749251896,6.613306605924435
685,Ana Lívia da Mata,Feminino,284.709.563-29,27,sofiada-rosa@example.net,667,7.934330606806715,6.09999065574894,6.197128667236026
686,Pedro Miguel Monteiro,Masculino,135.749.286-37,28,emendes@example.net,799,7.038331960249335,9.167408746980954,8.098610885589755
687,Marcos Vinicius Ribeiro,Masculino,803.415.927-14,18,ida-rocha@example.net,701,5.52143173754435,7.50281085106927,8.005894550864433
688,Lorena Oliveira,Feminino,425.371.908-23,22,bianca81@example.com,756,5.650758632824429,,
689,Bernardo Silveira,Masculino,196.024.753-07,20,pedrojesus@example.com,791,,,
690,Ryan Araújo,Masculino,987.105.624-94,24,zribeiro@example.com,723,8.53664606951077,7.47115904730796,5.774467801407032
691,Ana Júlia Pereira,Feminino,821.506.439-60,21,limaana-luiza@example.com,766,8.04347625505798,,
692,Isabella Cavalcanti,Feminino,140.826.573-71,21,maraujo@example.org,711,7.2941188782078665,,
693,Lucca Souza,Masculino,460.839.251-42,24,gustavo-henriquealmeida@example.net,796,7.945623998058878,,
694,Thomas Cardoso,Masculino,781.543.296-46,23,paulodias@example.com,718,7.857186437960979,7.370144093225997,7.37563157411155
695,Augusto Pinto,Masculino,061.724.358-17,22,isadora81@example.net,660,5.17078492629162,,
696,Matheus Pinto,Masculino,053.472.861-80,23,sophiaoliveira@example.com,684,7.769430192236687,,
697,Natália Barbosa,Feminino,315.894.267-46,21,rezendeana-sophia@example.net,684,8.010061057361671,6.626373160717884,9.464613606475947
698,Gustavo Henrique Monteiro,Masculino,598.043.762-29,25,cunhaleandro@example.com,654,5.891840886814411,8.910218733145346,6.9418185880562335
699,Melissa Azevedo,Feminino,731.296.840-69,22,portomarcos-vinicius@example.org,787,8.92080355429032,8.592641841332036,7.459657635015242
700,Manuela Cardoso,Feminino,648.032.591-51,19,acardoso@example.com,672,6.724074109364946,,
701,Vitória Cardoso,Feminino,361.982.750-86,19,cecilia91@example.org,714,6.4710562303556864,7.744105438371719,8.67939477975768
702,Julia da Cunha,Feminino,325.041.867-62,20,da-matapedro-miguel@example.com,788,6.139538899253827,7.5001834837048555,9.277644749335748
703,Gustavo Alves,Masculino,519.703.428-97,26,gabriel69@example.org,733,,,
704,Sarah Ramos,Feminino,456.071.382-08,28,camilasouza@example.net,774,9.927709840311127,9.67957291181192,7.593425573142736
705,João Melo,Masculino,824.537.190-41,18,enzo39@example.com,661,9.008396105985021,,
706,Maria Luiza Carvalho,Feminino,978.206.134-40,27,isabellarezende@example.com,673,,,
707,Dr. Daniel Melo,Masculino,349.658.207-38,19,anthony90@example.net,707,8.922347526903183,6.8156187228444445,8.209837554226256
708,Thiago Ferreira,Masculino,483.605.921-60,19,rezendepaulo@example.org,748,5.990417185390692,,
709,Henrique Ramos,Masculino,012.578.463-53,22,ryan01@example.org,795,6.407727016697995,7.417629917867588,7.404732695679488
710,Sra. Daniela da Costa,Feminino,283.914.657-64,22,yagosantos@example.com,640,7.607285407983434,6.426195685265785,7.102718073824141
711,Sophia das Neves,Feminino,081.497.653-01,22,heitorfreitas@example.com,749,7.832108343376106,7.925116581091851,9.10576627156427
712,Vitor Gabriel Pinto,Masculino,305.728.194-04,21,ferreiraenzo@example.org,657,9.677702457266191,5.035750256812856,5.0415961533580935
713,Fernando Rodrigues,Masculino,285.374.610-08,22,almeidaaugusto@example.org,769,8.432824745063712,5.337701981458305,5.207498723184443
714,Ana Costela,Feminino,879.541.036-84,23,mmonteiro@example.com,668,5.548790252782102,7.52561158199486,7.081003045784538
715,Sra. Alana Souza,Feminino,308.952.746-47,21,kevin09@example.org,669,8.952473580012718,9.028466449575365,5.011996458509607
716,Luiz Henrique Pinto,Masculino,489.572.316-09,22,joaquim72@example.com,785,5.64813716748993,6.0265775029376325,5.643778519243398
717,Luiz Gustavo Ribeiro,Masculino,024.189.576-67,25,lucasnovaes@example.com,752,8.7285523708488,,
718,Srta. Laís Gonçalves,Feminino,952.836.471-37,19,martinsmatheus@example.org,789,5.476373685242024,,
719,Lucas Gabriel Costela,Masculino,258.043.716-90,24,almeidamiguel@example.com,776,7.963827904293865,9.446058428223667,7.237704072034417
720,Luiza Jesus,Feminino,815.920.347-05,23,lucas-gabrielpires@example.com,797,5.996565691287225,,
721,Milena da Cruz,Feminino,425.076.391-99,26,luna26@example.org,743,6.0220887105793,5.861420223987539,9.749520253116163
722,Stella da Paz,Feminino,534.762.198-28,19,jesusgabrielly@example.org,759,8.805519680331198,,
723,Thales Duarte,Masculino,124.879.563-64,21,costelacaio@example.net,770,6.155889614074326,,
724,Sra. Emilly Cavalcanti,Feminino,816.350.947-39,19,vitor-gabriel34@example.org,648,9.748996052652833,,
725,Cauê Alves,Masculino,428.013.765-07,27,erick81@example.net,785,,,
726,Maitê Barros,Feminino,631.045.278-90,22,pedro-lucas18@example.org,786,5.366471842484946,8.290757344192993,9.419161585391482
727,Diogo Gomes,Masculino,109.483.652-42,21,joliveira@example.com,675,8.30765095379278,8.340036148507666,9.148330978583664
728,Caroline Novaes,Feminino,245.310.976-61,24,luigi07@example.org,712,9.04702265598779,,
729,Noah Cavalcanti,Masculino,471.053.682-17,18,camposjoaquim@example.net,669,5.530583545666531,6.6097686847422805,5.200112593491976
730,Paulo Cavalcanti,Masculino,094.725.381-50,22,amandada-costa@example.com,685,5.806070584201559,,
731,Gabrielly da Costa,Feminino,574.610.928-20,23,emanuelly48@example.com,741,6.818369236345345,,
732,Thiago Monteiro,Masculino,831.946.025-51,24,tmartins@example.org,688,,,
733,Sra. Ana Laura Nogueira,Feminino,247.039.618-22,23,raulda-conceicao@example.net,701,6.288870712986144,,
734,Sophie Rocha,Feminino,428.165.739-82,18,julia68@example.net,666,,,
735,Matheus Duarte,Masculino,380.579.162-30,25,vicente93@example.com,648,8.246438264433388,,
736,Lavínia Melo,Feminino,186.295.703-77,26,melomirella@example.com,756,6.33958151401714,,
737,Nathan Monteiro,Masculino,025.963.148-51,27,nina51@example.org,746,6.356346552557881,,
