CPF,Nome,Idade,Sexo,Email,Nota do enem,Abandono,Semestre em que abandonou,CRA no segundo semestre,CRA no quarto semestre,CRA no sexto semestre
608.495.372-74,Vitor Gabriel Silva,22,M,barbara36@example.net,770,True,5.0,7.0077243139536325,9.961210514348203,
736.418.902-50,Pedro Miguel Teixeira,18,M,mariada-conceicao@example.net,644,False,,8.353987006804875,6.523510130738634,6.779418232031903
215.307.468-17,Breno Pinto,22,M,ramosnicolas@example.net,751,False,,9.950925476972973,5.9634711615605145,7.691812732817249
357.620.491-16,Daniela Lima,26,F,sophia89@example.net,724,True,4.0,7.68695106927702,,
034.921.765-34,Sarah Lima,25,F,luiz-miguelviana@example.net,662,False,,7.236053719108951,5.835503490208058,8.206763521283822
920.453.167-34,Helena Campos,19,F,balmeida@example.com,694,True,2.0,,,
723.904.618-40,Larissa Santos,19,F,theoaraujo@example.org,657,True,2.0,,,
069.435.278-00,Sr. João Guilherme Moraes,22,M,limagabriela@example.org,656,True,4.0,9.729457775187132,,
134.082.975-41,Emanuella Lima,21,F,sofia16@example.com,774,False,,8.886746899575712,7.306128706897388,6.882664090407857
852.741.639-55,Alícia Pinto,20,F,kamilly08@example.net,725,True,8.0,8.961892622538398,7.117304946905465,6.865883328584001
276.803.951-95,Sabrina Viana,23,F,joao-lucasmartins@example.org,711,False,,8.672129242075076,8.974119350518581,5.302974541735735
794.538.602-47,Sra. Bruna Gomes,18,F,upinto@example.com,798,True,8.0,8.877921226985045,5.723513363617816,9.08011710785556
809.246.573-83,Enzo Rodrigues,20,M,amanda72@example.com,641,False,,8.360282723852771,6.961095854501542,9.216179160334773
341.627.059-25,Diego Castro,22,M,larada-conceicao@example.com,726,False,,5.591007203483702,5.189771657645838,7.11782533720517
165.024.389-89,Pedro Henrique Rezende,20,M,hteixeira@example.net,770,False,,9.00201876731637,8.838333646606532,8.814995942844558
591.073.264-16,Kevin da Conceição,24,M,silvanina@example.net,791,False,,8.293707390320847,9.886575303964054,6.9971132268364595
980.532.147-97,Samuel da Paz,25,M,msilva@example.com,653,True,3.0,7.493552297659102,,
918.307.546-10,Ana Silveira,23,F,barroshelena@example.com,674,True,4.0,6.821770964658442,,
204.351.698-15,Cauê da Rocha,26,M,rfogaca@example.com,782,True,3.0,7.0939470893394985,,
143.967.802-22,Elisa Cardoso,24,F,teixeiraluiz-otavio@example.com,708,False,,8.504994551771865,7.078957252162448,7.849192646710124
137.025.968-95,Matheus Fogaça,18,M,aaraujo@example.org,685,False,,6.198217351968845,8.100472818803647,8.572047883326483
813.506.297-40,Gabriel da Cunha,26,M,wporto@example.org,754,False,,6.964083732983269,7.391264836358859,7.898779484910852
032.516.487-80,Isadora Freitas,21,F,qferreira@example.net,789,True,6.0,8.293119019545735,5.362687770583149,
082.394.756-47,Dra. Maria Barros,22,F,fernandalopes@example.org,674,False,,7.332728029037954,6.87137769874588,6.334664409848809
935.804.617-10,Pedro Lucas Duarte,24,M,ana-clarabarros@example.com,794,True,8.0,8.24431713945799,5.959825817555387,6.578299677912717
842.195.307-97,João Felipe Moreira,25,M,arezende@example.org,727,True,5.0,8.680892842307134,7.669902471238633,
679.123.805-40,Carolina Cunha,27,F,dalves@example.org,653,True,6.0,6.57310097494514,6.729228354421988,
639.482.710-03,Caroline Pires,26,F,scunha@example.com,795,False,,8.398979112982094,9.793794704613124,6.8259206039934845
976.815.402-02,Luiz Miguel Sales,18,M,rochavitoria@example.com,754,True,3.0,5.956236525682206,,
039.487.152-97,Nathan Duarte,28,M,ferreirahenrique@example.net,737,False,,7.374331047028726,5.949247977765167,9.88902002780545
528.193.607-77,Natália da Cruz,21,F,stephany15@example.com,701,True,7.0,9.748554919714024,9.658412309940392,5.29863602912423
231.847.690-03,Amanda Rodrigues,27,F,alveslorenzo@example.com,716,True,3.0,5.587688784792672,,
358.670.124-17,Sra. Vitória Oliveira,23,F,augusto36@example.com,772,True,5.0,8.625045997569007,9.884678053585116,
437.128.509-05,Pietra Moraes,27,F,raulda-rosa@example.com,713,False,,6.934955577028623,8.654103376142256,6.235168593992664
978.024.153-14,Srta. Juliana Barros,25,F,ccavalcanti@example.net,747,True,3.0,7.38770045284549,,
943.608.715-20,Emanuel Martins,27,M,carolinadas-neves@example.com,779,True,7.0,5.03454110252661,6.062399524470749,9.865675802984478
965.704.831-10,Raquel Dias,20,F,lopesisis@example.net,786,True,8.0,5.28547009392791,7.533130612968739,6.3059128396028985
018.925.764-49,Samuel Freitas,24,M,pedro48@example.org,730,True,6.0,8.41183939124596,8.984532775585729,
086.349.215-06,Guilherme Viana,24,M,pcaldeira@example.com,722,False,,8.426514340710046,5.894380812610281,9.524011819985343
693.458.721-91,Mirella Novaes,24,F,heitorteixeira@example.net,651,False,,8.058955048613633,5.822001419188826,7.280587715455358
406.283.159-70,Anthony Caldeira,26,M,nascimentonicolas@example.com,682,True,8.0,8.384121813187637,6.274951573265156,7.5382569036014555
053.719.468-10,Ana Sophia Rodrigues,18,F,noah59@example.org,744,True,4.0,6.2916674098542105,,
153.902.764-34,Camila Azevedo,19,F,cdias@example.com,653,False,,7.0428581589414065,8.37416192550318,8.439207553645325
361.289.574-55,Isadora Nascimento,22,F,fogacayuri@example.org,740,True,1.0,,,
315.864.097-00,Dr. Juan Moraes,19,M,hnovaes@example.net,683,True,7.0,7.433614373516312,6.183933595668873,8.234673761443336
986.257.143-82,Helena Moraes,20,F,eloahnogueira@example.org,651,False,,6.711237443756157,5.564688570511716,9.51021138974833
451.387.290-04,Henrique Araújo,22,M,portobryan@example.net,735,False,,9.425595742919842,8.949639833088135,5.302156686776641
165.487.230-07,Melissa Nogueira,20,F,kevin92@example.org,786,False,,7.384148037173233,5.134515115423172,7.199060992926499
612.893.704-78,Ana Carolina Teixeira,26,F,rezendepedro-lucas@example.net,645,False,,8.732330856155048,9.494539243007772,7.571134552284462
821.054.637-62,Diogo Sales,22,M,maria-julia34@example.net,675,True,2.0,,,
417.935.682-19,Sra. Bruna Farias,25,F,benicioalves@example.net,767,False,,9.972605543080626,8.61035379847787,7.827496710597025
961.350.427-34,Thales da Cruz,25,M,laviniacardoso@example.net,759,False,,9.25480261825702,9.57446244258676,5.205688146171441
037.245.916-16,Dra. Yasmin Alves,25,F,yramos@example.net,780,False,,5.894376202338593,7.12052950615772,8.173629472069132
925.837.460-65,Ana Luiza Moraes,28,F,melissa01@example.net,669,False,,5.34653408934035,5.9873065870617515,5.408572292731031
816.032.574-62,Melissa Fernandes,20,F,diasyago@example.net,763,True,7.0,5.763434747432099,9.46859600665519,7.861351469797084
249.817.563-64,João Miguel Ribeiro,28,M,nicolebarbosa@example.net,699,True,3.0,7.7308006774661555,,
091.473.852-60,Dr. Thiago Monteiro,20,M,gabriel81@example.org,644,False,,5.685965452320081,7.606560695463707,6.128663121471401
943.802.561-89,Sr. Calebe Viana,24,M,diasjoao@example.org,729,False,,9.350205969790942,8.371470940183862,6.31753957472983
408.165.937-01,Gustavo Henrique Peixoto,27,M,brunagoncalves@example.org,722,True,1.0,,,
386.410.275-80,Vitória Porto,19,F,bryan81@example.com,799,False,,9.195884859262195,8.711478907724889,6.0677820691296205
539.417.608-66,Matheus Cavalcanti,27,M,ceciliaazevedo@example.com,732,True,7.0,7.513105141738951,8.51701993713009,7.738567714787378
130.874.596-66,Maria Fernanda Gomes,24,F,dcorreia@example.net,689,True,4.0,9.21391363215018,,
930.264.851-60,Pedro Monteiro,22,M,pintoleandro@example.org,719,True,7.0,5.854813157512248,5.20958880865323,5.064070552059118
146.327.508-08,Letícia Ramos,24,F,haragao@example.com,797,True,3.0,9.449392493450258,,
830.124.956-06,Murilo Vieira,22,M,heloisa81@example.net,795,True,5.0,8.962326706192435,8.909814887870878,
315.847.062-44,Igor Rocha,19,M,ypinto@example.com,692,True,4.0,7.906750102551664,,
564.238.709-00,Juan Costa,18,M,mirelladias@example.com,703,False,,7.00748594024469,5.5639208820463635,8.458551380893239
583.140.796-93,Nicole Sales,23,F,ecavalcanti@example.org,650,True,3.0,9.012323143793063,,
580.496.273-65,Francisco Costela,18,M,cardosolucas@example.org,793,False,,6.27468269780095,6.497711705059978,9.172033456612493
954.312.760-34,Gustavo Moreira,23,M,oliveiraluiz-felipe@example.org,796,False,,9.804336032801785,5.532601719826158,8.156186119721454
930.748.561-57,Pedro Campos,26,M,brenosilveira@example.org,767,True,3.0,6.679287668206397,,
678.901.435-75,Vitória Ferreira,22,F,thalesribeiro@example.net,748,True,3.0,8.691425857849485,,
416.723.895-00,Dra. Mariane Dias,28,F,larissapeixoto@example.com,675,False,,5.848451893920413,7.190625809036512,6.722088203508724
342.591.806-06,Ana Laura Monteiro,27,F,brenoteixeira@example.com,733,True,4.0,6.048795137581864,,
047.628.953-00,Raquel da Paz,19,F,ucorreia@example.com,732,False,,8.089061070597117,6.665847047920443,5.703807096697428
475.218.690-01,Luiz Henrique da Cruz,18,M,benicio87@example.com,753,True,6.0,9.666948322568803,6.486878047367484,
762.594.813-73,Dr. Raul Moraes,19,M,sophia88@example.org,740,False,,9.39382077307191,6.780669069843661,5.1352081119399156
503.468.792-56,Laís Ramos,28,F,sarah82@example.net,780,False,,7.093179871257005,5.952012636556113,8.736077908216368
508.762.194-58,Vicente Aragão,20,M,barrosdaniel@example.com,731,True,6.0,7.3771910675829915,6.362252419455048,
087.364.192-22,Sra. Luana Silveira,21,F,isaacsilveira@example.org,689,False,,7.484831713833576,5.731398853683017,7.759915583112493
976.052.318-30,Pedro Ribeiro,23,M,luiz-miguellima@example.com,719,True,5.0,9.069907397543213,8.340490105022212,
587.602.914-94,Levi da Rocha,22,M,da-costaaugusto@example.org,789,False,,5.920122907873876,7.331144607135943,5.99373098283385
371.842.956-09,Ana Clara Azevedo,23,F,snovaes@example.org,789,True,8.0,9.621266639654863,6.570825075026631,8.650602794650625
640.981.327-96,Vitor Hugo Teixeira,25,M,bramos@example.net,765,False,,9.43453144152491,6.759525000941351,5.286995993543686
826.741.953-55,Rebeca Dias,28,F,davi-lucasrezende@example.com,763,True,8.0,7.568159716201823,8.936876897977893,9.394434266612206
165.928.074-58,Srta. Sarah Aragão,19,F,fernando69@example.org,664,False,,6.999959563565099,8.962852192597959,9.070959357854917
574.860.193-10,Maria Alice Pinto,22,F,emanuellymoura@example.org,684,False,,8.790645844678334,8.090058430543937,6.596064154707715
468.725.139-00,Luiza das Neves,20,F,da-cruzmaite@example.com,739,True,5.0,9.092867262609406,7.218959143378435,
170.546.328-26,Dr. Otávio Castro,25,M,tnovaes@example.com,736,True,1.0,,,
208.516.947-30,João Pedro Cardoso,21,M,azevedobianca@example.net,756,True,7.0,9.773950773262786,8.940917624162061,7.621176109170033
253.974.018-97,Luiza Fogaça,20,F,alicia51@example.com,780,True,4.0,8.346673832484052,,
306.172.495-80,Olivia Rocha,21,F,isabelcunha@example.net,645,True,4.0,8.877313550440284,,
329.486.715-82,Bernardo da Rocha,28,M,ana-juliamelo@example.com,649,False,,5.184285953116173,6.84224081579056,7.497572053165793
194.705.863-01,Dra. Maria Alice da Rocha,28,F,benjamindias@example.com,740,False,,6.555607013311892,5.391652536850496,9.04703219643833
802.153.674-80,Alana da Costa,21,F,sarah52@example.com,791,True,7.0,9.87775695393772,9.916702035489344,7.950133637053387
723.896.051-68,Otávio Castro,21,M,da-luzlucca@example.net,766,True,6.0,9.824221790540014,5.739476012706701,
986.532.470-92,Joana Castro,27,F,sabrina73@example.com,655,False,,7.727381520578215,9.878858298706412,7.786880711874437
842.956.103-05,Sra. Yasmin Barros,26,F,cavalcantiantonio@example.org,757,True,4.0,6.0450801183368235,,
876.240.135-17,Yuri Pires,22,M,matheuspinto@example.net,690,True,5.0,6.728304515418902,8.572930160367942,
026.879.145-76,Sra. Ana Aragão,25,F,jesusbeatriz@example.com,745,False,,7.035896905529964,5.94335478487499,9.923703995384805
802.174.653-07,Pedro Henrique Monteiro,26,M,daniel36@example.com,648,True,8.0,7.417956868987977,9.941230382033968,7.278442319002033
920.645.781-02,Noah Cardoso,19,M,danielda-luz@example.org,649,True,1.0,,,
198.563.427-91,Laura Souza,27,F,enzo57@example.com,719,False,,5.728451204676605,6.683120005263313,6.607086409628038
286.950.137-40,Maria Luiza Cardoso,27,F,thales10@example.net,744,False,,6.648992712708127,6.610362450076368,7.270021234059219
516.942.780-85,Bruno Araújo,20,M,rezendethiago@example.net,651,False,,8.915519302700304,5.166160139281901,7.009873275142929
854.107.632-62,Luiz Otávio Porto,27,M,marinaramos@example.net,665,False,,5.0933217096709695,5.0530444423034115,8.050603899865933
470.238.196-22,Sra. Stephany da Conceição,23,F,joao-pedrogoncalves@example.org,799,False,,7.416016126988612,8.45651788069606,7.8094707953298235
845.260.971-01,Beatriz Peixoto,19,F,piresgabriela@example.org,668,False,,5.2876936193974196,7.3219334830222405,8.221627549623769
124.875.930-32,Helena Silveira,26,F,souzavitor-hugo@example.org,675,False,,6.494778860790851,9.42365570156019,5.590509584469353
346.205.179-25,Luana Carvalho,28,F,luigi09@example.net,699,True,5.0,6.6095219947839245,7.214376391206661,
913.654.027-70,Heitor Duarte,25,M,brenoteixeira@example.com,754,True,4.0,5.764001622565385,,
730.485.192-97,Dr. Emanuel Pinto,23,M,diegoda-cruz@example.net,689,True,5.0,8.499059234902894,7.7076125587147,
740.192.365-34,Matheus Ferreira,24,M,ana-carolinabarros@example.net,784,False,,7.204684555612965,8.234927781959572,7.896053939995581
514.298.637-73,Pedro Lucas Pires,28,M,amanda62@example.net,739,False,,8.075649422940764,5.714418698996864,6.110730792548134
248.059.617-67,Bruno Moraes,28,M,santosluiz-fernando@example.com,647,False,,5.917891585611401,6.8237273433904555,7.487862531718148
489.250.673-74,Henrique Novaes,20,M,maysamoura@example.net,765,True,6.0,9.767138237209139,9.071259120380088,
891.723.465-82,Sra. Maria Alice Campos,24,F,sofia23@example.com,736,True,1.0,,,
264.780.591-11,Dra. Sophie da Costa,23,F,agathasouza@example.com,769,False,,8.155374666285741,6.344575724290022,8.301148336406936
192.035.867-68,Dra. Luana Costa,18,F,ryan69@example.net,645,True,3.0,8.176240300840764,,
907.581.324-41,Pietro Campos,28,M,kda-mota@example.org,726,False,,7.754506440353587,7.17448882340774,7.247858729668417
017.584.236-17,Pedro Miguel Ferreira,26,M,scostela@example.org,712,False,,8.925815579601792,8.871852250087727,6.42418511739006
076.259.183-86,Alice da Mota,18,F,nogueiraana-sophia@example.com,730,True,6.0,6.878505573701757,8.591540178581361,
749.608.231-78,Srta. Luna Nunes,27,F,emoraes@example.net,674,False,,8.153296759175062,9.681686337192751,7.178504194917006
641.207.938-69,Heloísa da Mata,21,F,lavinia94@example.com,748,False,,8.3165924583645,9.630800628108371,9.985920762541449
290.371.654-43,Letícia Correia,22,F,raulnascimento@example.org,796,True,4.0,8.055932317538549,,
504.971.362-52,Alícia Silva,18,F,oda-mata@example.com,694,False,,9.715214839937628,7.535373278501769,9.628775055677997
186.352.749-46,Marina Nogueira,23,F,maria-sophiaaragao@example.org,786,True,8.0,9.951211663675686,9.050877686202995,5.2974362482373785
940.275.386-92,Dra. Bárbara Duarte,27,F,sduarte@example.org,734,False,,8.581949167320106,8.1748592216199,9.517854150541442
345.701.298-97,Antônio Costela,28,M,ana-sophiada-conceicao@example.org,734,False,,9.938919204992612,7.894536722071397,9.351481459647045
263.975.014-34,Nicolas Campos,22,M,pedrobarbosa@example.com,732,False,,8.711472568502487,8.863638764319726,7.803500432463816
230.486.157-17,Raul Aragão,21,M,joao-gabrielmoura@example.net,730,False,,9.896565335464514,7.891897084318441,8.945397765565888
148.265.037-17,Rafaela Lopes,19,F,ana-beatrizcardoso@example.org,788,False,,6.964155965263374,8.259204811078188,5.2764779432526225
406.915.237-70,Júlia Rodrigues,25,F,evelynpereira@example.net,752,False,,7.472652892302902,8.34316300959428,8.64934186342113
397.248.105-50,Vitor Hugo da Mota,20,M,cunhaana-julia@example.net,745,True,8.0,7.790302581585051,5.053582317858466,6.475306669233226
328.514.096-89,Dra. Valentina da Rocha,24,F,pintoemanuelly@example.com,679,True,1.0,,,
825.130.967-03,Vitor Rezende,18,M,almeidaana-luiza@example.com,773,False,,5.586251845991082,6.860726688698199,6.004496976328376
431.798.562-46,Dr. Ian Caldeira,20,M,paulo58@example.net,733,True,8.0,9.172964469946486,5.109604323072475,6.746567598999285
389.014.652-05,Isabella Almeida,26,F,heloisapires@example.net,785,True,1.0,,,
891.067.325-77,Davi Lucca da Mota,20,M,alexiarodrigues@example.com,662,False,,5.705690894982464,7.079770756229969,6.597395205509001
521.947.306-99,Lívia Farias,27,F,enzo-gabrielduarte@example.com,752,True,4.0,8.087245861913038,,
920.478.163-78,Eduarda Lopes,18,F,maria-ceciliadas-neves@example.org,759,True,5.0,6.4773525974697606,7.605229076979099,
284.105.376-80,Dr. Bruno Almeida,19,M,ypeixoto@example.org,765,True,7.0,8.335021794608027,6.931175951167857,7.27256274210831
457.912.863-09,Sr. Kaique Costela,24,M,mendesamanda@example.net,693,False,,8.408423149124317,7.362752247706537,8.908556974894534
743.085.261-08,Vicente da Rocha,21,M,benicio34@example.net,690,True,2.0,,,
763.250.941-07,Davi Luiz Ramos,27,M,wlopes@example.org,683,False,,6.540324881875216,9.208189458418113,8.647486627758994
190.263.457-80,Alexandre Gonçalves,23,M,alvesrafael@example.com,660,True,8.0,9.553252967985799,9.867294256822476,9.38076438369457
962.584.017-67,Arthur Santos,18,M,lmelo@example.com,781,False,,7.004147478848008,9.553455443820884,5.109877868121878
527.680.314-53,Heloísa das Neves,24,F,gomesana-vitoria@example.com,793,False,,5.238642549552805,6.228221325052221,8.586519968492226
152.498.703-41,Enzo Gabriel Freitas,21,M,emanuella15@example.org,687,False,,9.488142538708999,9.743277412519953,7.677902904065606
135.748.026-17,Sr. Samuel Oliveira,18,M,agatha21@example.org,709,True,2.0,,,
024.176.958-20,Vitor Alves,23,M,vitor-hugo18@example.com,640,False,,8.1790178917599,9.82653757140932,6.858376564555545
738.024.596-10,Alícia Cardoso,18,F,livia66@example.net,645,False,,6.936216811656356,9.282064438590417,7.429314435544539
178.305.264-35,Heitor Cunha,18,M,caldeiraana-vitoria@example.net,789,False,,6.602181750682151,6.914983600556207,9.622102150126466
480.915.623-06,Pietra Viana,18,F,brenda65@example.net,704,False,,8.891535290304365,9.170649232795725,7.863173381015607
406.385.279-29,Igor Cavalcanti,23,M,pda-cunha@example.net,751,False,,9.378175816936334,5.1520503471151375,5.277880585119357
249.873.156-37,Valentina Cardoso,27,F,gustavo-henrique42@example.net,698,True,4.0,5.45275859878228,,
951.324.670-16,Luiz Henrique Nunes,23,M,barbosagabrielly@example.net,643,True,1.0,,,
194.825.306-24,Alexia Sales,26,F,costanatalia@example.org,675,True,4.0,9.772169177057659,,
147.532.698-09,Nicolas da Rosa,22,M,alicealves@example.com,794,False,,8.473602629811914,7.873751618765749,6.698149506712536
862.954.170-94,Isabel Gonçalves,19,F,gfreitas@example.org,735,False,,8.63946893181091,8.601053104854557,5.830247385010973
239.106.748-87,Ryan Cardoso,27,M,qsilva@example.net,722,False,,8.242507736131035,8.436437779076375,8.803939615573288
526.179.084-02,Luna Pereira,25,F,nascimentoana-clara@example.org,768,True,3.0,6.015811179720805,,
091.785.264-85,Maria Clara Pires,22,F,hcostela@example.net,771,True,4.0,8.967768104816445,,
234.097.185-32,Maysa da Luz,21,F,pauloalmeida@example.net,678,True,7.0,6.168640900991313,6.200265612629435,5.952849716669489
237.169.584-09,Dr. Luiz Fernando Rocha,20,M,bernardo49@example.com,800,True,8.0,7.778148924584436,9.497785221219463,9.921194731328459
943.728.510-14,Amanda Ramos,23,F,valentina18@example.com,753,False,,9.772476803524222,5.996249809021881,8.363915479022
625.984.037-38,Thales da Luz,26,M,barbosalara@example.org,663,True,6.0,9.614516065673367,5.903534990783569,
209.735.681-86,Sofia Ferreira,21,F,anaviana@example.org,755,True,3.0,6.872624683001398,,
521.478.603-44,Ana Luiza da Conceição,19,F,luizaaraujo@example.com,737,True,5.0,8.928262232172763,6.32698011232554,
475.290.183-88,Sr. João Felipe Porto,25,M,vitoriaalmeida@example.net,735,False,,5.504428348044713,6.88693485266708,6.14827426303882
809.546.732-47,Maria Sophia Teixeira,26,F,barrosvalentina@example.com,716,True,7.0,5.046889612020821,5.164670758466277,5.745260504160812
851.943.067-84,Lavínia Almeida,20,F,mnovaes@example.com,644,False,,5.945492980187474,9.665258772230338,7.435249779310007
217.564.398-00,Alana da Rocha,22,F,pintojuliana@example.com,768,True,1.0,,,
927.604.518-01,Maria Vitória Barros,18,F,fogacaemilly@example.com,642,False,,6.8035200647477705,6.25029744380852,6.145846460386645
849.256.703-10,Sr. Fernando Cardoso,22,M,dalmeida@example.com,649,False,,6.083174289638899,5.712561906769594,6.938892754943921
742.509.618-85,Luiz Otávio Rodrigues,19,M,nunesemilly@example.net,778,True,3.0,5.593790902766628,,
610.587.923-77,Clarice da Cunha,20,F,ngomes@example.org,747,False,,8.079457115921484,8.458509077780516,8.65296868236045
416.278.503-17,Rafael Campos,23,M,frocha@example.com,765,True,7.0,5.704838117415695,8.822069437432198,5.006601628502372
340.152.968-42,Gabrielly da Rocha,24,F,yporto@example.net,664,True,7.0,8.36037734590061,5.779757464832597,5.817706399778247
261.435.807-07,Ana Julia Moreira,22,F,henrique50@example.org,714,False,,9.738745260846962,8.825482207311026,7.032669640111849
493.285.160-05,Dr. Rafael da Rosa,19,M,sofiada-cruz@example.com,727,False,,9.37460349555754,7.214754925511339,9.314340023523698
760.295.384-38,Nina Fernandes,22,F,mda-rocha@example.org,795,True,1.0,,,
923.471.085-14,Erick Rezende,24,M,isaacbarros@example.com,796,False,,7.528907068827581,8.434625148276677,9.583551692353463
172.548.390-41,Lavínia Carvalho,26,F,cardosocamila@example.net,671,False,,6.474983558303543,9.128583960993756,9.935673976000588
732.589.461-91,Gabrielly Correia,24,F,caldeirapietra@example.net,763,True,8.0,7.974237929963425,6.177001046896066,5.344681645102581
589.604.321-05,Sr. Emanuel Porto,19,M,stephany58@example.com,762,True,7.0,6.178748786428946,5.100087461730618,7.307838391257516
963.024.187-04,Alana Gonçalves,21,F,zsouza@example.org,646,False,,7.439774917344588,8.689191503606128,5.634087768944761
271.389.560-02,Emanuelly da Rocha,23,F,bmendes@example.com,730,False,,8.048905314914883,5.626398205622538,8.813555708149853
152.398.407-41,Sra. Camila Monteiro,21,F,lfernandes@example.org,717,False,,8.839140699355895,8.283811187262938,5.769813704237532
487.160.392-03,Marina Viana,25,F,joao-lucassilva@example.com,763,True,6.0,9.832459252635548,9.135655958959894,
849.275.316-19,Fernanda Costa,26,F,lsouza@example.org,799,False,,6.136843095704672,8.04827189586142,9.272249335976882
340.862.197-78,Maria Fernanda Sales,22,F,maysapinto@example.net,735,False,,9.83223899449644,7.916813587839501,8.149402435179603
462.905.183-05,Gustavo das Neves,18,M,isadorarezende@example.org,761,True,7.0,7.532010328537034,9.508258026562714,8.111782544999294
096.142.873-22,Natália Cavalcanti,26,F,da-motamaria-cecilia@example.com,641,True,5.0,7.829023459322832,6.0881215148086065,
915.208.364-06,André Moraes,20,M,malmeida@example.org,721,False,,6.938303566264063,8.519268023303814,7.1286671825084005
530.421.976-70,Ryan Souza,27,M,dviana@example.net,659,True,3.0,8.38099649235554,,
631.547.289-37,Lavínia Carvalho,28,F,heloisarodrigues@example.net,779,False,,6.496755663731113,9.256212913338429,9.128404733815438
741.620.859-94,Samuel Monteiro,25,M,lorenzoalmeida@example.org,690,False,,8.612718238951045,5.941166029799222,5.2646302431762
526.834.791-82,Lavínia Nascimento,22,F,gribeiro@example.com,720,True,1.0,,,
258.473.109-60,Camila Carvalho,23,F,tmelo@example.net,748,True,2.0,,,
157.308.264-35,Dr. Daniel Viana,22,M,eferreira@example.net,689,False,,8.014416659893158,8.038344724950116,6.372644703995158
910.824.653-05,Melissa Monteiro,23,F,maria23@example.com,757,True,5.0,9.299141064349227,5.169881588337272,
026.475.398-47,Rodrigo da Rocha,28,M,viniciuscostela@example.com,670,True,8.0,7.181111163122144,6.048824545349257,7.9775655701604276
782.361.549-55,Clara Pereira,28,F,juliabarbosa@example.org,794,True,2.0,,,
254.790.816-67,Pedro Castro,26,M,caldeirajoao-lucas@example.org,798,True,1.0,,,
507.164.283-26,Letícia Alves,27,F,gustavomoreira@example.com,755,True,2.0,,,
092.876.451-67,Sra. Clara Correia,27,F,da-rochahenrique@example.net,664,False,,7.813458573194883,7.897452047664817,6.25012384731241
852.630.794-00,Yago Aragão,23,M,yramos@example.com,708,True,2.0,,,
391.256.084-60,Luana Correia,28,F,renan35@example.org,786,False,,9.7623486475415,9.53010339802363,5.52356033061831
186.327.540-17,Felipe da Rosa,24,M,kmelo@example.org,725,False,,9.633947467766278,9.185177158762965,5.371906941568836
569.814.730-20,Felipe Pinto,21,M,clarice37@example.org,656,True,2.0,,,
536.708.942-92,Dr. Anthony Castro,21,M,benicio60@example.com,682,True,4.0,8.389908412116931,,
893.076.425-83,Dra. Ana Sophia Nogueira,23,F,nathan27@example.org,729,False,,8.677807295598672,7.5250357824885,8.079333403366205
103.962.578-95,Lavínia Martins,21,F,mendesmarcos-vinicius@example.com,775,True,8.0,8.994342034814972,8.365404345078623,6.935923490100104
041.893.726-50,Luiz Felipe Monteiro,27,M,leandroda-rosa@example.com,785,False,,9.951429476204783,5.896580715209611,5.6994843316270805
147.923.806-69,Ana Julia Rocha,24,F,luigi41@example.net,644,False,,7.287680843382896,6.028933914074011,7.559489456928092
301.568.927-40,Levi Pires,19,M,ydas-neves@example.com,641,False,,7.006298967006555,9.184877141813296,9.143471813981437
130.468.795-39,Sr. Rafael Mendes,28,M,eduardaalmeida@example.com,709,False,,8.618215518273741,9.522713398586422,8.003735347049561
210.349.658-24,Samuel da Mata,28,M,cardosovitoria@example.org,761,False,,5.753835455693354,5.836622874044337,5.050832656286775
293.460.857-38,Dr. Yuri Dias,28,M,clariceduarte@example.org,646,False,,5.725922098928612,6.462817992963545,5.0529117427825625
617.038.942-78,João Felipe Carvalho,24,M,isabella92@example.org,726,False,,6.838302412289263,7.082632992849035,6.363622622894107
284.916.573-55,Davi Luiz Novaes,20,M,davi-lucasda-luz@example.com,713,False,,9.914289567095146,8.752163333147244,8.638049290024163
496.538.201-33,Enzo Gabriel Cavalcanti,18,M,leonardo04@example.net,675,False,,8.733055084746006,7.022417720995683,5.003035488555118
578.692.340-10,Sr. Benício Alves,25,M,xjesus@example.com,786,True,8.0,9.645140133304594,7.078890792996367,5.1914709992929025
207.598.461-11,Sr. Carlos Eduardo Rodrigues,20,M,portogiovanna@example.net,791,False,,7.555433244721723,7.39766925715348,9.146761584807996
047.358.621-53,Sofia Peixoto,24,F,bruna23@example.net,774,False,,7.512469232379964,8.590188613614982,5.00526560239806
027.345.961-99,Sra. Pietra Cardoso,28,F,joao31@example.com,679,True,8.0,9.065268964246116,7.897927263519568,6.278621471863971
659.178.203-68,Cecília Moreira,21,F,elima@example.com,755,False,,5.849883543905056,9.607051017084906,8.779945630906855
512.064.789-85,Maria da Mota,26,F,miguelcavalcanti@example.com,731,True,7.0,5.762627647399168,5.332204345440285,7.018070931823116
680.394.175-20,Ana Moreira,23,F,melojoao-felipe@example.com,771,False,,9.936716144749326,7.5922411530749345,6.870047486763445
569.078.321-86,Vicente Dias,23,M,rmendes@example.net,720,False,,5.002987488541918,9.645141731822346,7.257393339531142
849.532.016-98,Miguel Pereira,23,M,zcostela@example.net,641,False,,6.114629191285665,6.024516691260527,5.371913277242221
642.195.083-33,Maria Sophia Duarte,19,F,caldeiramaria-julia@example.com,665,True,5.0,8.896901074867284,9.522599590706125,
764.185.903-84,Sr. Lucca Teixeira,22,M,gpires@example.org,670,True,4.0,7.541098522433119,,
